Year,ZIP code [1],Size of adjusted gross income,Adjusted gross income (AGI)
2018,14214,"$1 under $25,000",41460
2018,14214,"$100,000 under $200,000",113327
2018,14214,"$200,000 or more",124803
2018,14214,"$25,000 under $50,000",71314
2018,14214,"$50,000 under $75,000",58707
2018,14214,"$75,000 under $100,000",48502
2018,14215,"$1 under $25,000",114558
2018,14215,"$100,000 under $200,000",70485
2018,14215,"$200,000 or more",11431
2018,14215,"$25,000 under $50,000",179153
2018,14215,"$50,000 under $75,000",107441
2018,14215,"$75,000 under $100,000",59308
2018,14216,"$1 under $25,000",44970
2018,14216,"$100,000 under $200,000",180880
2018,14216,"$200,000 or more",212738
2018,14216,"$25,000 under $50,000",117439
2018,14216,"$50,000 under $75,000",118541
2018,14216,"$75,000 under $100,000",87284
2018,14217,"$1 under $25,000",46179
2018,14217,"$100,000 under $200,000",186835
2018,14217,"$200,000 or more",76236
2018,14217,"$25,000 under $50,000",120112
2018,14217,"$50,000 under $75,000",122235
2018,14217,"$75,000 under $100,000",110664
2018,14218,"$1 under $25,000",51044
2018,14218,"$100,000 under $200,000",69956
2018,14218,"$200,000 or more",11299
2018,14218,"$25,000 under $50,000",96684
2018,14218,"$50,000 under $75,000",77818
2018,14218,"$75,000 under $100,000",56504
2018,14219,"$1 under $25,000",26477
2018,14219,"$100,000 under $200,000",78074
2018,14219,"$200,000 or more",15664
2018,14219,"$25,000 under $50,000",64963
2018,14219,"$50,000 under $75,000",59901
2018,14219,"$75,000 under $100,000",58780
2018,14220,"$1 under $25,000",52465
2018,14220,"$100,000 under $200,000",152556
2018,14220,"$200,000 or more",29390
2018,14220,"$25,000 under $50,000",131315
2018,14220,"$50,000 under $75,000",114072
2018,14220,"$75,000 under $100,000",92480
2018,14221,"$1 under $25,000",81755
2018,14221,"$100,000 under $200,000",865579
2018,14221,"$200,000 or more",1177357
2018,14221,"$25,000 under $50,000",173346
2018,14221,"$50,000 under $75,000",228832
2018,14221,"$75,000 under $100,000",286060
2018,14222,"$1 under $25,000",21275
2018,14222,"$100,000 under $200,000",111251
2018,14222,"$200,000 or more",295346
2018,14222,"$25,000 under $50,000",58598
2018,14222,"$50,000 under $75,000",55780
2018,14222,"$75,000 under $100,000",44066
2018,14223,"$1 under $25,000",44379
2018,14223,"$100,000 under $200,000",232979
2018,14223,"$200,000 or more",69672
2018,14223,"$25,000 under $50,000",113431
2018,14223,"$50,000 under $75,000",134372
2018,14223,"$75,000 under $100,000",136446
2018,14224,"$1 under $25,000",77846
2018,14224,"$100,000 under $200,000",471470
2018,14224,"$200,000 or more",169473
2018,14224,"$25,000 under $50,000",196960
2018,14224,"$50,000 under $75,000",218759
2018,14224,"$75,000 under $100,000",232642
2018,14225,"$1 under $25,000",78716
2018,14225,"$100,000 under $200,000",176754
2018,14225,"$200,000 or more",36294
2018,14225,"$25,000 under $50,000",206984
2018,14225,"$50,000 under $75,000",191236
2018,14225,"$75,000 under $100,000",152826
2018,14226,"$1 under $25,000",51981
2018,14226,"$100,000 under $200,000",338089
2018,14226,"$200,000 or more",433704
2018,14226,"$25,000 under $50,000",117268
2018,14226,"$50,000 under $75,000",136735
2018,14226,"$75,000 under $100,000",131481
2018,14227,"$1 under $25,000",49029
2018,14227,"$100,000 under $200,000",172994
2018,14227,"$200,000 or more",28727
2018,14227,"$25,000 under $50,000",129842
2018,14227,"$50,000 under $75,000",127916
2018,14227,"$75,000 under $100,000",118775
2018,14228,"$1 under $25,000",40031
2018,14228,"$100,000 under $200,000",211813
2018,14228,"$200,000 or more",168973
2018,14228,"$25,000 under $50,000",78563
2018,14228,"$50,000 under $75,000",83261
2018,14228,"$75,000 under $100,000",84902
2018,14301,"$1 under $25,000",34553
2018,14301,"$100,000 under $200,000",19871
2018,14301,"$200,000 or more",0
2018,14301,"$25,000 under $50,000",50631
2018,14301,"$50,000 under $75,000",26549
2018,14301,"$75,000 under $100,000",18980
2018,14303,"$1 under $25,000",16128
2018,14303,"$100,000 under $200,000",11281
2018,14303,"$200,000 or more",0
2018,14303,"$25,000 under $50,000",26367
2018,14303,"$50,000 under $75,000",13032
2018,14303,"$75,000 under $100,000",7743
2018,14304,"$1 under $25,000",68661
2018,14304,"$100,000 under $200,000",211675
2018,14304,"$200,000 or more",61521
2018,14304,"$25,000 under $50,000",153120
2018,14304,"$50,000 under $75,000",144546
2018,14304,"$75,000 under $100,000",125662
2018,14305,"$1 under $25,000",42493
2018,14305,"$100,000 under $200,000",68662
2018,14305,"$200,000 or more",39503
2018,14305,"$25,000 under $50,000",73179
2018,14305,"$50,000 under $75,000",50139
2018,14305,"$75,000 under $100,000",44434
2018,14411,"$1 under $25,000",25013
2018,14411,"$100,000 under $200,000",59026
2018,14411,"$200,000 or more",16523
2018,14411,"$25,000 under $50,000",57141
2018,14411,"$50,000 under $75,000",49878
2018,14411,"$75,000 under $100,000",44041
2018,14414,"$1 under $25,000",12833
2018,14414,"$100,000 under $200,000",75072
2018,14414,"$200,000 or more",29481
2018,14414,"$25,000 under $50,000",32245
2018,14414,"$50,000 under $75,000",30947
2018,14414,"$75,000 under $100,000",30135
2018,14416,"$1 under $25,000",6914
2018,14416,"$100,000 under $200,000",35861
2018,14416,"$200,000 or more",11287
2018,14416,"$25,000 under $50,000",16822
2018,14416,"$50,000 under $75,000",20050
2018,14416,"$75,000 under $100,000",21257
2018,14418,"$1 under $25,000",2010
2018,14418,"$100,000 under $200,000",11104
2018,14418,"$200,000 or more",0
2018,14418,"$25,000 under $50,000",5331
2018,14418,"$50,000 under $75,000",5778
2018,14418,"$75,000 under $100,000",4464
2018,14420,"$1 under $25,000",33851
2018,14420,"$100,000 under $200,000",168381
2018,14420,"$200,000 or more",69651
2018,14420,"$25,000 under $50,000",72107
2018,14420,"$50,000 under $75,000",71081
2018,14420,"$75,000 under $100,000",74429
2018,14422,"$1 under $25,000",3833
2018,14422,"$100,000 under $200,000",20646
2018,14422,"$200,000 or more",6038
2018,14422,"$25,000 under $50,000",9910
2018,14422,"$50,000 under $75,000",10687
2018,14422,"$75,000 under $100,000",11292
2018,14423,"$1 under $25,000",8030
2018,14423,"$100,000 under $200,000",43253
2018,14423,"$200,000 or more",11537
2018,14423,"$25,000 under $50,000",22379
2018,14423,"$50,000 under $75,000",24951
2018,14423,"$75,000 under $100,000",25410
2018,14424,"$1 under $25,000",53534
2018,14424,"$100,000 under $200,000",307789
2018,14424,"$200,000 or more",309907
2018,14424,"$25,000 under $50,000",119740
2018,14424,"$50,000 under $75,000",121227
2018,14424,"$75,000 under $100,000",121198
2018,14425,"$1 under $25,000",22606
2018,14425,"$100,000 under $200,000",145043
2018,14425,"$200,000 or more",51757
2018,14425,"$25,000 under $50,000",55794
2018,14425,"$50,000 under $75,000",66179
2018,14425,"$75,000 under $100,000",59850
2018,14427,"$1 under $25,000",3644
2018,14427,"$100,000 under $200,000",15100
2018,14427,"$200,000 or more",0
2018,14427,"$25,000 under $50,000",9559
2018,14427,"$50,000 under $75,000",9405
2018,14427,"$75,000 under $100,000",10100
2018,14428,"$1 under $25,000",14869
2018,14428,"$100,000 under $200,000",118366
2018,14428,"$200,000 or more",35610
2018,14428,"$25,000 under $50,000",37008
2018,14428,"$50,000 under $75,000",44430
2018,14428,"$75,000 under $100,000",47731
2018,14432,"$1 under $25,000",9980
2018,14432,"$100,000 under $200,000",43127
2018,14432,"$200,000 or more",13247
2018,14432,"$25,000 under $50,000",25342
2018,14432,"$50,000 under $75,000",26820
2018,14432,"$75,000 under $100,000",24285
2018,14433,"$1 under $25,000",8927
2018,14433,"$100,000 under $200,000",23436
2018,14433,"$200,000 or more",8992
2018,14433,"$25,000 under $50,000",23039
2018,14433,"$50,000 under $75,000",19809
2018,14433,"$75,000 under $100,000",15805
2018,14435,"$1 under $25,000",5008
2018,14435,"$100,000 under $200,000",33965
2018,14435,"$200,000 or more",19531
2018,14435,"$25,000 under $50,000",11879
2018,14435,"$50,000 under $75,000",15814
2018,14435,"$75,000 under $100,000",13879
2018,14437,"$1 under $25,000",19656
2018,14437,"$100,000 under $200,000",57594
2018,14437,"$200,000 or more",18271
2018,14437,"$25,000 under $50,000",40568
2018,14437,"$50,000 under $75,000",49319
2018,14437,"$75,000 under $100,000",38857
2018,14441,"$1 under $25,000",675
2018,14441,"$100,000 under $200,000",2777
2018,14441,"$200,000 or more",0
2018,14441,"$25,000 under $50,000",1943
2018,14441,"$50,000 under $75,000",2272
2018,14441,"$75,000 under $100,000",0
2018,14445,"$1 under $25,000",17309
2018,14445,"$100,000 under $200,000",37174
2018,14445,"$200,000 or more",15091
2018,14445,"$25,000 under $50,000",47605
2018,14445,"$50,000 under $75,000",41674
2018,14445,"$75,000 under $100,000",32635
2018,14450,"$1 under $25,000",62035
2018,14450,"$100,000 under $200,000",740601
2018,14450,"$200,000 or more",689063
2018,14450,"$25,000 under $50,000",143250
2018,14450,"$50,000 under $75,000",189304
2018,14450,"$75,000 under $100,000",209910
2018,14454,"$1 under $25,000",10934
2018,14454,"$100,000 under $200,000",83527
2018,14454,"$200,000 or more",57292
2018,14454,"$25,000 under $50,000",23577
2018,14454,"$50,000 under $75,000",28627
2018,14454,"$75,000 under $100,000",31344
2018,14456,"$1 under $25,000",43116
2018,14456,"$100,000 under $200,000",122275
2018,14456,"$200,000 or more",75055
2018,14456,"$25,000 under $50,000",86811
2018,14456,"$50,000 under $75,000",74158
2018,14456,"$75,000 under $100,000",63829
2018,14462,"$1 under $25,000",974
2018,14462,"$100,000 under $200,000",5788
2018,14462,"$200,000 or more",0
2018,14462,"$25,000 under $50,000",2843
2018,14462,"$50,000 under $75,000",2641
2018,14462,"$75,000 under $100,000",3595
2018,14464,"$1 under $25,000",14811
2018,14464,"$100,000 under $200,000",52314
2018,14464,"$200,000 or more",14807
2018,14464,"$25,000 under $50,000",34343
2018,14464,"$50,000 under $75,000",34233
2018,14464,"$75,000 under $100,000",33985
2018,14466,"$1 under $25,000",3236
2018,14466,"$100,000 under $200,000",20515
2018,14466,"$200,000 or more",0
2018,14466,"$25,000 under $50,000",7045
2018,14466,"$50,000 under $75,000",8502
2018,14466,"$75,000 under $100,000",9393
2018,14467,"$1 under $25,000",18389
2018,14467,"$100,000 under $200,000",97855
2018,14467,"$200,000 or more",43731
2018,14467,"$25,000 under $50,000",43479
2018,14467,"$50,000 under $75,000",51294
2018,14467,"$75,000 under $100,000",45370
2018,14468,"$1 under $25,000",31191
2018,14468,"$100,000 under $200,000",239512
2018,14468,"$200,000 or more",155046
2018,14468,"$25,000 under $50,000",76990
2018,14468,"$50,000 under $75,000",92901
2018,14468,"$75,000 under $100,000",107096
2018,14469,"$1 under $25,000",10876
2018,14469,"$100,000 under $200,000",62462
2018,14469,"$200,000 or more",37877
2018,14469,"$25,000 under $50,000",25161
2018,14469,"$50,000 under $75,000",29459
2018,14469,"$75,000 under $100,000",26954
2018,14470,"$1 under $25,000",16037
2018,14470,"$100,000 under $200,000",48001
2018,14470,"$200,000 or more",12642
2018,14470,"$25,000 under $50,000",40493
2018,14470,"$50,000 under $75,000",39210
2018,14470,"$75,000 under $100,000",36033
2018,14471,"$1 under $25,000",5293
2018,14471,"$100,000 under $200,000",24827
2018,14471,"$200,000 or more",10693
2018,14471,"$25,000 under $50,000",13167
2018,14471,"$50,000 under $75,000",13494
2018,14471,"$75,000 under $100,000",12679
2018,14472,"$1 under $25,000",12796
2018,14472,"$100,000 under $200,000",141396
2018,14472,"$200,000 or more",254351
2018,14472,"$25,000 under $50,000",26334
2018,14472,"$50,000 under $75,000",33641
2018,14472,"$75,000 under $100,000",34185
2018,14475,"$1 under $25,000",874
2018,14475,"$100,000 under $200,000",11491
2018,14475,"$200,000 or more",0
2018,14475,"$25,000 under $50,000",2344
2018,14475,"$50,000 under $75,000",0
2018,14475,"$75,000 under $100,000",1989
2018,14476,"$1 under $25,000",4322
2018,14476,"$100,000 under $200,000",23909
2018,14476,"$200,000 or more",0
2018,14476,"$25,000 under $50,000",11150
2018,14476,"$50,000 under $75,000",10113
2018,14476,"$75,000 under $100,000",9382
2018,14477,"$1 under $25,000",2879
2018,14477,"$100,000 under $200,000",15466
2018,14477,"$200,000 or more",0
2018,14477,"$25,000 under $50,000",7278
2018,14477,"$50,000 under $75,000",7875
2018,14477,"$75,000 under $100,000",6839
2018,14478,"$1 under $25,000",1479
2018,14478,"$100,000 under $200,000",10514
2018,14478,"$200,000 or more",11060
2018,14478,"$25,000 under $50,000",3139
2018,14478,"$50,000 under $75,000",4017
2018,14478,"$75,000 under $100,000",5005
2018,14480,"$1 under $25,000",2025
2018,14480,"$100,000 under $200,000",11833
2018,14480,"$200,000 or more",0
2018,14480,"$25,000 under $50,000",4451
2018,14480,"$50,000 under $75,000",4027
2018,14480,"$75,000 under $100,000",3794
2018,14481,"$1 under $25,000",3557
2018,14481,"$100,000 under $200,000",16405
2018,14481,"$200,000 or more",0
2018,14481,"$25,000 under $50,000",8544
2018,14481,"$50,000 under $75,000",9411
2018,14481,"$75,000 under $100,000",10466
2018,14482,"$1 under $25,000",16317
2018,14482,"$100,000 under $200,000",73128
2018,14482,"$200,000 or more",27891
2018,14482,"$25,000 under $50,000",38269
2018,14482,"$50,000 under $75,000",40838
2018,14482,"$75,000 under $100,000",38222
2018,14485,"$1 under $25,000",7574
2018,14485,"$100,000 under $200,000",40523
2018,14485,"$200,000 or more",16404
2018,14485,"$25,000 under $50,000",16754
2018,14485,"$50,000 under $75,000",19399
2018,14485,"$75,000 under $100,000",19957
2018,14486,"$1 under $25,000",539
2018,14486,"$100,000 under $200,000",4229
2018,14486,"$200,000 or more",0
2018,14486,"$25,000 under $50,000",1121
2018,14486,"$50,000 under $75,000",3242
2018,14486,"$75,000 under $100,000",0
2018,14487,"$1 under $25,000",10069
2018,14487,"$100,000 under $200,000",70469
2018,14487,"$200,000 or more",33635
2018,14487,"$25,000 under $50,000",23723
2018,14487,"$50,000 under $75,000",29149
2018,14487,"$75,000 under $100,000",30781
2018,14489,"$1 under $25,000",14496
2018,14489,"$100,000 under $200,000",34985
2018,14489,"$200,000 or more",8241
2018,14489,"$25,000 under $50,000",35434
2018,14489,"$50,000 under $75,000",30516
2018,14489,"$75,000 under $100,000",25209
2018,14502,"$1 under $25,000",18206
2018,14502,"$100,000 under $200,000",134118
2018,14502,"$200,000 or more",67876
2018,14502,"$25,000 under $50,000",40988
2018,14502,"$50,000 under $75,000",48851
2018,14502,"$75,000 under $100,000",51107
2018,14504,"$1 under $25,000",4295
2018,14504,"$100,000 under $200,000",9862
2018,14504,"$200,000 or more",0
2018,14504,"$25,000 under $50,000",9802
2018,14504,"$50,000 under $75,000",8765
2018,14504,"$75,000 under $100,000",7254
2018,14505,"$1 under $25,000",9828
2018,14505,"$100,000 under $200,000",41730
2018,14505,"$200,000 or more",9838
2018,14505,"$25,000 under $50,000",23635
2018,14505,"$50,000 under $75,000",25874
2018,14505,"$75,000 under $100,000",28838
2018,14506,"$1 under $25,000",1545
2018,14506,"$100,000 under $200,000",24044
2018,14506,"$200,000 or more",43284
2018,14506,"$25,000 under $50,000",2708
2018,14506,"$50,000 under $75,000",4866
2018,14506,"$75,000 under $100,000",5137
2018,14507,"$1 under $25,000",2705
2018,14507,"$100,000 under $200,000",12703
2018,14507,"$200,000 or more",0
2018,14507,"$25,000 under $50,000",5718
2018,14507,"$50,000 under $75,000",6666
2018,14507,"$75,000 under $100,000",6274
2018,14510,"$1 under $25,000",11714
2018,14510,"$100,000 under $200,000",30242
2018,14510,"$200,000 or more",0
2018,14510,"$25,000 under $50,000",20020
2018,14510,"$50,000 under $75,000",20071
2018,14510,"$75,000 under $100,000",19690
2018,14512,"$1 under $25,000",9655
2018,14512,"$100,000 under $200,000",34907
2018,14512,"$200,000 or more",29855
2018,14512,"$25,000 under $50,000",18637
2018,14512,"$50,000 under $75,000",23676
2018,14512,"$75,000 under $100,000",19497
2018,14513,"$1 under $25,000",31392
2018,14513,"$100,000 under $200,000",72282
2018,14513,"$200,000 or more",25560
2018,14513,"$25,000 under $50,000",66740
2018,14513,"$50,000 under $75,000",62057
2018,14513,"$75,000 under $100,000",47027
2018,14514,"$1 under $25,000",9827
2018,14514,"$100,000 under $200,000",73075
2018,14514,"$200,000 or more",22863
2018,14514,"$25,000 under $50,000",28950
2018,14514,"$50,000 under $75,000",31491
2018,14514,"$75,000 under $100,000",30870
2018,14516,"$1 under $25,000",3850
2018,14516,"$100,000 under $200,000",15210
2018,14516,"$200,000 or more",8736
2018,14516,"$25,000 under $50,000",9985
2018,14516,"$50,000 under $75,000",11331
2018,14516,"$75,000 under $100,000",9774
2018,14517,"$1 under $25,000",5543
2018,14517,"$100,000 under $200,000",22568
2018,14517,"$200,000 or more",0
2018,14517,"$25,000 under $50,000",12352
2018,14517,"$50,000 under $75,000",11767
2018,14517,"$75,000 under $100,000",13170
2018,14519,"$1 under $25,000",20463
2018,14519,"$100,000 under $200,000",161725
2018,14519,"$200,000 or more",78175
2018,14519,"$25,000 under $50,000",49925
2018,14519,"$50,000 under $75,000",57997
2018,14519,"$75,000 under $100,000",63778
2018,14521,"$1 under $25,000",5275
2018,14521,"$100,000 under $200,000",15554
2018,14521,"$200,000 or more",9806
2018,14521,"$25,000 under $50,000",13125
2018,14521,"$50,000 under $75,000",12574
2018,14521,"$75,000 under $100,000",10178
2018,14522,"$1 under $25,000",18664
2018,14522,"$100,000 under $200,000",67448
2018,14522,"$200,000 or more",27926
2018,14522,"$25,000 under $50,000",45479
2018,14522,"$50,000 under $75,000",42582
2018,14522,"$75,000 under $100,000",40366
2018,14525,"$1 under $25,000",4308
2018,14525,"$100,000 under $200,000",23230
2018,14525,"$200,000 or more",0
2018,14525,"$25,000 under $50,000",12943
2018,14525,"$50,000 under $75,000",14930
2018,14525,"$75,000 under $100,000",13549
2018,14526,"$1 under $25,000",30057
2018,14526,"$100,000 under $200,000",358302
2018,14526,"$200,000 or more",325112
2018,14526,"$25,000 under $50,000",69791
2018,14526,"$50,000 under $75,000",93391
2018,14526,"$75,000 under $100,000",104526
2018,14527,"$1 under $25,000",26109
2018,14527,"$100,000 under $200,000",81839
2018,14527,"$200,000 or more",67431
2018,14527,"$25,000 under $50,000",54649
2018,14527,"$50,000 under $75,000",53712
2018,14527,"$75,000 under $100,000",46045
2018,14530,"$1 under $25,000",11165
2018,14530,"$100,000 under $200,000",30512
2018,14530,"$200,000 or more",18381
2018,14530,"$25,000 under $50,000",23827
2018,14530,"$50,000 under $75,000",26045
2018,14530,"$75,000 under $100,000",22344
2018,14532,"$1 under $25,000",8531
2018,14532,"$100,000 under $200,000",34098
2018,14532,"$200,000 or more",9273
2018,14532,"$25,000 under $50,000",22462
2018,14532,"$50,000 under $75,000",23172
2018,14532,"$75,000 under $100,000",20746
2018,14533,"$1 under $25,000",2889
2018,14533,"$100,000 under $200,000",14959
2018,14533,"$200,000 or more",0
2018,14533,"$25,000 under $50,000",7233
2018,14533,"$50,000 under $75,000",8685
2018,14533,"$75,000 under $100,000",7627
2018,14534,"$1 under $25,000",37323
2018,14534,"$100,000 under $200,000",599319
2018,14534,"$200,000 or more",1689874
2018,14534,"$25,000 under $50,000",67517
2018,14534,"$50,000 under $75,000",101518
2018,14534,"$75,000 under $100,000",137878
2018,14536,"$1 under $25,000",1456
2018,14536,"$100,000 under $200,000",5521
2018,14536,"$200,000 or more",0
2018,14536,"$25,000 under $50,000",2567
2018,14536,"$50,000 under $75,000",3224
2018,14536,"$75,000 under $100,000",3088
2018,14541,"$1 under $25,000",4621
2018,14541,"$100,000 under $200,000",19128
2018,14541,"$200,000 or more",10291
2018,14541,"$25,000 under $50,000",9723
2018,14541,"$50,000 under $75,000",10814
2018,14541,"$75,000 under $100,000",7048
2018,14543,"$1 under $25,000",5012
2018,14543,"$100,000 under $200,000",48638
2018,14543,"$200,000 or more",36314
2018,14543,"$25,000 under $50,000",12367
2018,14543,"$50,000 under $75,000",16406
2018,14543,"$75,000 under $100,000",18553
2018,14544,"$1 under $25,000",4006
2018,14544,"$100,000 under $200,000",12700
2018,14544,"$200,000 or more",14377
2018,14544,"$25,000 under $50,000",8015
2018,14544,"$50,000 under $75,000",9450
2018,14544,"$75,000 under $100,000",6663
2018,14546,"$1 under $25,000",8827
2018,14546,"$100,000 under $200,000",45351
2018,14546,"$200,000 or more",47980
2018,14546,"$25,000 under $50,000",23746
2018,14546,"$50,000 under $75,000",28033
2018,14546,"$75,000 under $100,000",24980
2018,14548,"$1 under $25,000",8675
2018,14548,"$100,000 under $200,000",31623
2018,14548,"$200,000 or more",7589
2018,14548,"$25,000 under $50,000",18600
2018,14548,"$50,000 under $75,000",18328
2018,14548,"$75,000 under $100,000",16334
2018,14550,"$1 under $25,000",3167
2018,14550,"$100,000 under $200,000",10176
2018,14550,"$200,000 or more",0
2018,14550,"$25,000 under $50,000",7974
2018,14550,"$50,000 under $75,000",8516
2018,14550,"$75,000 under $100,000",7002
2018,14551,"$1 under $25,000",11260
2018,14551,"$100,000 under $200,000",26603
2018,14551,"$200,000 or more",10567
2018,14551,"$25,000 under $50,000",28048
2018,14551,"$50,000 under $75,000",22879
2018,14551,"$75,000 under $100,000",20863
2018,14555,"$1 under $25,000",1800
2018,14555,"$100,000 under $200,000",9564
2018,14555,"$200,000 or more",6362
2018,14555,"$25,000 under $50,000",3778
2018,14555,"$50,000 under $75,000",3795
2018,14555,"$75,000 under $100,000",5626
2018,14559,"$1 under $25,000",30523
2018,14559,"$100,000 under $200,000",234199
2018,14559,"$200,000 or more",139249
2018,14559,"$25,000 under $50,000",72378
2018,14559,"$50,000 under $75,000",87482
2018,14559,"$75,000 under $100,000",97374
2018,14560,"$1 under $25,000",3984
2018,14560,"$100,000 under $200,000",23256
2018,14560,"$200,000 or more",0
2018,14560,"$25,000 under $50,000",8766
2018,14560,"$50,000 under $75,000",11053
2018,14560,"$75,000 under $100,000",10350
2018,14561,"$1 under $25,000",5471
2018,14561,"$100,000 under $200,000",20193
2018,14561,"$200,000 or more",8288
2018,14561,"$25,000 under $50,000",14596
2018,14561,"$50,000 under $75,000",12570
2018,14561,"$75,000 under $100,000",13346
2018,14564,"$1 under $25,000",22892
2018,14564,"$100,000 under $200,000",256260
2018,14564,"$200,000 or more",558238
2018,14564,"$25,000 under $50,000",50394
2018,14564,"$50,000 under $75,000",61845
2018,14564,"$75,000 under $100,000",62754
2018,14568,"$1 under $25,000",9736
2018,14568,"$100,000 under $200,000",79505
2018,14568,"$200,000 or more",23520
2018,14568,"$25,000 under $50,000",24472
2018,14568,"$50,000 under $75,000",29955
2018,14568,"$75,000 under $100,000",35850
2018,14569,"$1 under $25,000",12817
2018,14569,"$100,000 under $200,000",43900
2018,14569,"$200,000 or more",15407
2018,14569,"$25,000 under $50,000",29270
2018,14569,"$50,000 under $75,000",27313
2018,14569,"$75,000 under $100,000",26068
2018,14571,"$1 under $25,000",2952
2018,14571,"$100,000 under $200,000",16046
2018,14571,"$200,000 or more",0
2018,14571,"$25,000 under $50,000",5927
2018,14571,"$50,000 under $75,000",5811
2018,14571,"$75,000 under $100,000",4784
2018,14572,"$1 under $25,000",9827
2018,14572,"$100,000 under $200,000",27822
2018,14572,"$200,000 or more",10569
2018,14572,"$25,000 under $50,000",23230
2018,14572,"$50,000 under $75,000",23170
2018,14572,"$75,000 under $100,000",20009
2018,14580,"$1 under $25,000",86369
2018,14580,"$100,000 under $200,000",823395
2018,14580,"$200,000 or more",648895
2018,14580,"$25,000 under $50,000",200252
2018,14580,"$50,000 under $75,000",256169
2018,14580,"$75,000 under $100,000",280321
2018,14585,"$1 under $25,000",530
2018,14585,"$100,000 under $200,000",0
2018,14585,"$200,000 or more",0
2018,14585,"$25,000 under $50,000",1646
2018,14585,"$50,000 under $75,000",1322
2018,14585,"$75,000 under $100,000",2968
2018,14586,"$1 under $25,000",18498
2018,14586,"$100,000 under $200,000",148839
2018,14586,"$200,000 or more",42509
2018,14586,"$25,000 under $50,000",45734
2018,14586,"$50,000 under $75,000",57502
2018,14586,"$75,000 under $100,000",61130
2018,14589,"$1 under $25,000",14613
2018,14589,"$100,000 under $200,000",68645
2018,14589,"$200,000 or more",37542
2018,14589,"$25,000 under $50,000",34632
2018,14589,"$50,000 under $75,000",35641
2018,14589,"$75,000 under $100,000",37763
2018,14590,"$1 under $25,000",10283
2018,14590,"$100,000 under $200,000",26882
2018,14590,"$200,000 or more",12670
2018,14590,"$25,000 under $50,000",22257
2018,14590,"$50,000 under $75,000",22160
2018,14590,"$75,000 under $100,000",18465
2018,14591,"$1 under $25,000",3009
2018,14591,"$100,000 under $200,000",15096
2018,14591,"$200,000 or more",0
2018,14591,"$25,000 under $50,000",6871
2018,14591,"$50,000 under $75,000",9905
2018,14591,"$75,000 under $100,000",8941
2018,14604,"$1 under $25,000",4684
2018,14604,"$100,000 under $200,000",15180
2018,14604,"$200,000 or more",32396
2018,14604,"$25,000 under $50,000",11757
2018,14604,"$50,000 under $75,000",12202
2018,14604,"$75,000 under $100,000",7930
2018,14605,"$1 under $25,000",36410
2018,14605,"$100,000 under $200,000",5093
2018,14605,"$200,000 or more",12400
2018,14605,"$25,000 under $50,000",39456
2018,14605,"$50,000 under $75,000",11204
2018,14605,"$75,000 under $100,000",4445
2018,14606,"$1 under $25,000",70490
2018,14606,"$100,000 under $200,000",101529
2018,14606,"$200,000 or more",16530
2018,14606,"$25,000 under $50,000",151523
2018,14606,"$50,000 under $75,000",114808
2018,14606,"$75,000 under $100,000",86832
2018,14607,"$1 under $25,000",35926
2018,14607,"$100,000 under $200,000",78598
2018,14607,"$200,000 or more",113189
2018,14607,"$25,000 under $50,000",109638
2018,14607,"$50,000 under $75,000",76494
2018,14607,"$75,000 under $100,000",40188
2018,14608,"$1 under $25,000",35165
2018,14608,"$100,000 under $200,000",17666
2018,14608,"$200,000 or more",8885
2018,14608,"$25,000 under $50,000",47279
2018,14608,"$50,000 under $75,000",24358
2018,14608,"$75,000 under $100,000",14070
2018,14609,"$1 under $25,000",106029
2018,14609,"$100,000 under $200,000",161213
2018,14609,"$200,000 or more",44255
2018,14609,"$25,000 under $50,000",232253
2018,14609,"$50,000 under $75,000",181163
2018,14609,"$75,000 under $100,000",128322
2018,14610,"$1 under $25,000",22487
2018,14610,"$100,000 under $200,000",172015
2018,14610,"$200,000 or more",379780
2018,14610,"$25,000 under $50,000",65798
2018,14610,"$50,000 under $75,000",75925
2018,14610,"$75,000 under $100,000",66016
2018,14611,"$1 under $25,000",51909
2018,14611,"$100,000 under $200,000",16363
2018,14611,"$200,000 or more",0
2018,14611,"$25,000 under $50,000",67103
2018,14611,"$50,000 under $75,000",28222
2018,14611,"$75,000 under $100,000",13559
2018,14612,"$1 under $25,000",65387
2018,14612,"$100,000 under $200,000",361643
2018,14612,"$200,000 or more",165901
2018,14612,"$25,000 under $50,000",176702
2018,14612,"$50,000 under $75,000",176967
2018,14612,"$75,000 under $100,000",166734
2018,14613,"$1 under $25,000",41491
2018,14613,"$100,000 under $200,000",20386
2018,14613,"$200,000 or more",0
2018,14613,"$25,000 under $50,000",62645
2018,14613,"$50,000 under $75,000",28316
2018,14613,"$75,000 under $100,000",14218
2018,14614,"$1 under $25,000",939
2018,14614,"$100,000 under $200,000",3882
2018,14614,"$200,000 or more",16277
2018,14614,"$25,000 under $50,000",2493
2018,14614,"$50,000 under $75,000",2886
2018,14614,"$75,000 under $100,000",2122
2018,14615,"$1 under $25,000",42967
2018,14615,"$100,000 under $200,000",53681
2018,14615,"$200,000 or more",5554
2018,14615,"$25,000 under $50,000",97992
2018,14615,"$50,000 under $75,000",64973
2018,14615,"$75,000 under $100,000",45782
2018,14616,"$1 under $25,000",67481
2018,14616,"$100,000 under $200,000",142877
2018,14616,"$200,000 or more",40038
2018,14616,"$25,000 under $50,000",174926
