Year,ZIP code [1],Size of adjusted gross income,Adjusted gross income (AGI)
2018,14616,"$50,000 under $75,000",147305
2018,14616,"$75,000 under $100,000",114529
2018,14617,"$1 under $25,000",40826
2018,14617,"$100,000 under $200,000",282923
2018,14617,"$200,000 or more",114913
2018,14617,"$25,000 under $50,000",106598
2018,14617,"$50,000 under $75,000",126347
2018,14617,"$75,000 under $100,000",127125
2018,14618,"$1 under $25,000",26682
2018,14618,"$100,000 under $200,000",331750
2018,14618,"$200,000 or more",747141
2018,14618,"$25,000 under $50,000",62511
2018,14618,"$50,000 under $75,000",88655
2018,14618,"$75,000 under $100,000",96863
2018,14619,"$1 under $25,000",39160
2018,14619,"$100,000 under $200,000",32649
2018,14619,"$200,000 or more",7452
2018,14619,"$25,000 under $50,000",76356
2018,14619,"$50,000 under $75,000",48417
2018,14619,"$75,000 under $100,000",28794
2018,14620,"$1 under $25,000",45126
2018,14620,"$100,000 under $200,000",136984
2018,14620,"$200,000 or more",85627
2018,14620,"$25,000 under $50,000",123337
2018,14620,"$50,000 under $75,000",108647
2018,14620,"$75,000 under $100,000",70259
2018,14621,"$1 under $25,000",96652
2018,14621,"$100,000 under $200,000",28294
2018,14621,"$200,000 or more",0
2018,14621,"$25,000 under $50,000",135553
2018,14621,"$50,000 under $75,000",54585
2018,14621,"$75,000 under $100,000",25192
2018,14622,"$1 under $25,000",25888
2018,14622,"$100,000 under $200,000",93402
2018,14622,"$200,000 or more",44861
2018,14622,"$25,000 under $50,000",71558
2018,14622,"$50,000 under $75,000",75170
2018,14622,"$75,000 under $100,000",60585
2018,14623,"$1 under $25,000",43189
2018,14623,"$100,000 under $200,000",108193
2018,14623,"$200,000 or more",38670
2018,14623,"$25,000 under $50,000",103447
2018,14623,"$50,000 under $75,000",105203
2018,14623,"$75,000 under $100,000",81258
2018,14624,"$1 under $25,000",71322
2018,14624,"$100,000 under $200,000",388899
2018,14624,"$200,000 or more",183246
2018,14624,"$25,000 under $50,000",191706
2018,14624,"$50,000 under $75,000",213842
2018,14624,"$75,000 under $100,000",199423
2018,14625,"$1 under $25,000",17042
2018,14625,"$100,000 under $200,000",169007
2018,14625,"$200,000 or more",143473
2018,14625,"$25,000 under $50,000",39775
2018,14625,"$50,000 under $75,000",53962
2018,14625,"$75,000 under $100,000",57491
2018,14626,"$1 under $25,000",60406
2018,14626,"$100,000 under $200,000",301329
2018,14626,"$200,000 or more",158386
2018,14626,"$25,000 under $50,000",154353
2018,14626,"$50,000 under $75,000",155986
2018,14626,"$75,000 under $100,000",149912
2018,14701,"$1 under $25,000",89218
2018,14701,"$100,000 under $200,000",165752
2018,14701,"$200,000 or more",91235
2018,14701,"$25,000 under $50,000",150684
2018,14701,"$50,000 under $75,000",132582
2018,14701,"$75,000 under $100,000",110058
2018,14706,"$1 under $25,000",11661
2018,14706,"$100,000 under $200,000",56650
2018,14706,"$200,000 or more",42950
2018,14706,"$25,000 under $50,000",22596
2018,14706,"$50,000 under $75,000",23965
2018,14706,"$75,000 under $100,000",24240
2018,14709,"$1 under $25,000",3354
2018,14709,"$100,000 under $200,000",10127
2018,14709,"$200,000 or more",0
2018,14709,"$25,000 under $50,000",6043
2018,14709,"$50,000 under $75,000",6835
2018,14709,"$75,000 under $100,000",5643
2018,14710,"$1 under $25,000",7206
2018,14710,"$100,000 under $200,000",25510
2018,14710,"$200,000 or more",11411
2018,14710,"$25,000 under $50,000",14255
2018,14710,"$50,000 under $75,000",15728
2018,14710,"$75,000 under $100,000",14753
2018,14711,"$1 under $25,000",3399
2018,14711,"$100,000 under $200,000",9158
2018,14711,"$200,000 or more",0
2018,14711,"$25,000 under $50,000",7373
2018,14711,"$50,000 under $75,000",8196
2018,14711,"$75,000 under $100,000",5363
2018,14712,"$1 under $25,000",5592
2018,14712,"$100,000 under $200,000",36018
2018,14712,"$200,000 or more",38522
2018,14712,"$25,000 under $50,000",12422
2018,14712,"$50,000 under $75,000",12746
2018,14712,"$75,000 under $100,000",11412
2018,14714,"$1 under $25,000",773
2018,14714,"$100,000 under $200,000",2960
2018,14714,"$200,000 or more",0
2018,14714,"$25,000 under $50,000",1176
2018,14714,"$50,000 under $75,000",1756
2018,14714,"$75,000 under $100,000",1909
2018,14715,"$1 under $25,000",5459
2018,14715,"$100,000 under $200,000",13273
2018,14715,"$200,000 or more",0
2018,14715,"$25,000 under $50,000",10561
2018,14715,"$50,000 under $75,000",10354
2018,14715,"$75,000 under $100,000",9102
2018,14716,"$1 under $25,000",5268
2018,14716,"$100,000 under $200,000",9281
2018,14716,"$200,000 or more",0
2018,14716,"$25,000 under $50,000",10384
2018,14716,"$50,000 under $75,000",8947
2018,14716,"$75,000 under $100,000",6681
2018,14717,"$1 under $25,000",1122
2018,14717,"$100,000 under $200,000",3248
2018,14717,"$200,000 or more",0
2018,14717,"$25,000 under $50,000",3090
2018,14717,"$50,000 under $75,000",3174
2018,14717,"$75,000 under $100,000",1999
2018,14718,"$1 under $25,000",3823
2018,14718,"$100,000 under $200,000",16190
2018,14718,"$200,000 or more",0
2018,14718,"$25,000 under $50,000",8349
2018,14718,"$50,000 under $75,000",8010
2018,14718,"$75,000 under $100,000",8384
2018,14719,"$1 under $25,000",6260
2018,14719,"$100,000 under $200,000",20548
2018,14719,"$200,000 or more",0
2018,14719,"$25,000 under $50,000",14559
2018,14719,"$50,000 under $75,000",14097
2018,14719,"$75,000 under $100,000",12878
2018,14721,"$1 under $25,000",562
2018,14721,"$100,000 under $200,000",0
2018,14721,"$200,000 or more",0
2018,14721,"$25,000 under $50,000",1089
2018,14721,"$50,000 under $75,000",2630
2018,14721,"$75,000 under $100,000",0
2018,14723,"$1 under $25,000",2064
2018,14723,"$100,000 under $200,000",6989
2018,14723,"$200,000 or more",0
2018,14723,"$25,000 under $50,000",6210
2018,14723,"$50,000 under $75,000",4738
2018,14723,"$75,000 under $100,000",5265
2018,14724,"$1 under $25,000",4541
2018,14724,"$100,000 under $200,000",18754
2018,14724,"$200,000 or more",0
2018,14724,"$25,000 under $50,000",10170
2018,14724,"$50,000 under $75,000",10121
2018,14724,"$75,000 under $100,000",9898
2018,14726,"$1 under $25,000",2262
2018,14726,"$100,000 under $200,000",3452
2018,14726,"$200,000 or more",0
2018,14726,"$25,000 under $50,000",3808
2018,14726,"$50,000 under $75,000",3661
2018,14726,"$75,000 under $100,000",2655
2018,14727,"$1 under $25,000",10493
2018,14727,"$100,000 under $200,000",33686
2018,14727,"$200,000 or more",19369
2018,14727,"$25,000 under $50,000",21684
2018,14727,"$50,000 under $75,000",20775
2018,14727,"$75,000 under $100,000",18939
2018,14728,"$1 under $25,000",2030
2018,14728,"$100,000 under $200,000",12584
2018,14728,"$200,000 or more",0
2018,14728,"$25,000 under $50,000",4521
2018,14728,"$50,000 under $75,000",3525
2018,14728,"$75,000 under $100,000",4632
2018,14729,"$1 under $25,000",1707
2018,14729,"$100,000 under $200,000",5650
2018,14729,"$200,000 or more",0
2018,14729,"$25,000 under $50,000",3862
2018,14729,"$50,000 under $75,000",4243
2018,14729,"$75,000 under $100,000",4144
2018,14731,"$1 under $25,000",2710
2018,14731,"$100,000 under $200,000",15302
2018,14731,"$200,000 or more",19951
2018,14731,"$25,000 under $50,000",5675
2018,14731,"$50,000 under $75,000",6667
2018,14731,"$75,000 under $100,000",7350
2018,14733,"$1 under $25,000",9215
2018,14733,"$100,000 under $200,000",20796
2018,14733,"$200,000 or more",0
2018,14733,"$25,000 under $50,000",19190
2018,14733,"$50,000 under $75,000",16833
2018,14733,"$75,000 under $100,000",13835
2018,14735,"$1 under $25,000",5226
2018,14735,"$100,000 under $200,000",14266
2018,14735,"$200,000 or more",0
2018,14735,"$25,000 under $50,000",9224
2018,14735,"$50,000 under $75,000",9937
2018,14735,"$75,000 under $100,000",8011
2018,14736,"$1 under $25,000",910
2018,14736,"$100,000 under $200,000",5900
2018,14736,"$200,000 or more",0
2018,14736,"$25,000 under $50,000",1960
2018,14736,"$50,000 under $75,000",1710
2018,14736,"$75,000 under $100,000",2316
2018,14737,"$1 under $25,000",8770
2018,14737,"$100,000 under $200,000",22787
2018,14737,"$200,000 or more",0
2018,14737,"$25,000 under $50,000",15633
2018,14737,"$50,000 under $75,000",17614
2018,14737,"$75,000 under $100,000",15305
2018,14738,"$1 under $25,000",7257
2018,14738,"$100,000 under $200,000",20531
2018,14738,"$200,000 or more",6695
2018,14738,"$25,000 under $50,000",15719
2018,14738,"$50,000 under $75,000",17685
2018,14738,"$75,000 under $100,000",15570
2018,14739,"$1 under $25,000",5767
2018,14739,"$100,000 under $200,000",10658
2018,14739,"$200,000 or more",0
2018,14739,"$25,000 under $50,000",11196
2018,14739,"$50,000 under $75,000",9853
2018,14739,"$75,000 under $100,000",8618
2018,14740,"$1 under $25,000",2477
2018,14740,"$100,000 under $200,000",8023
2018,14740,"$200,000 or more",0
2018,14740,"$25,000 under $50,000",4894
2018,14740,"$50,000 under $75,000",5588
2018,14740,"$75,000 under $100,000",6692
2018,14741,"$1 under $25,000",3970
2018,14741,"$100,000 under $200,000",18917
2018,14741,"$200,000 or more",0
2018,14741,"$25,000 under $50,000",9302
2018,14741,"$50,000 under $75,000",7227
2018,14741,"$75,000 under $100,000",6650
2018,14743,"$1 under $25,000",3945
2018,14743,"$100,000 under $200,000",11392
2018,14743,"$200,000 or more",0
2018,14743,"$25,000 under $50,000",7024
2018,14743,"$50,000 under $75,000",8262
2018,14743,"$75,000 under $100,000",7110
2018,14744,"$1 under $25,000",1534
2018,14744,"$100,000 under $200,000",8033
2018,14744,"$200,000 or more",0
2018,14744,"$25,000 under $50,000",3560
2018,14744,"$50,000 under $75,000",5184
2018,14744,"$75,000 under $100,000",5082
2018,14747,"$1 under $25,000",4959
2018,14747,"$100,000 under $200,000",11330
2018,14747,"$200,000 or more",0
2018,14747,"$25,000 under $50,000",9893
2018,14747,"$50,000 under $75,000",10765
2018,14747,"$75,000 under $100,000",7652
2018,14748,"$1 under $25,000",1313
2018,14748,"$100,000 under $200,000",2906
2018,14748,"$200,000 or more",0
2018,14748,"$25,000 under $50,000",2915
2018,14748,"$50,000 under $75,000",2431
2018,14748,"$75,000 under $100,000",2073
2018,14750,"$1 under $25,000",8777
2018,14750,"$100,000 under $200,000",47442
2018,14750,"$200,000 or more",75470
2018,14750,"$25,000 under $50,000",19005
2018,14750,"$50,000 under $75,000",21859
2018,14750,"$75,000 under $100,000",22522
2018,14753,"$1 under $25,000",2225
2018,14753,"$100,000 under $200,000",3704
2018,14753,"$200,000 or more",0
2018,14753,"$25,000 under $50,000",5016
2018,14753,"$50,000 under $75,000",4933
2018,14753,"$75,000 under $100,000",3681
2018,14754,"$1 under $25,000",970
2018,14754,"$100,000 under $200,000",3388
2018,14754,"$200,000 or more",0
2018,14754,"$25,000 under $50,000",2735
2018,14754,"$50,000 under $75,000",3383
2018,14754,"$75,000 under $100,000",2764
2018,14755,"$1 under $25,000",5802
2018,14755,"$100,000 under $200,000",17795
2018,14755,"$200,000 or more",0
2018,14755,"$25,000 under $50,000",12640
2018,14755,"$50,000 under $75,000",10975
2018,14755,"$75,000 under $100,000",9797
2018,14757,"$1 under $25,000",6445
2018,14757,"$100,000 under $200,000",21695
2018,14757,"$200,000 or more",11131
2018,14757,"$25,000 under $50,000",12007
2018,14757,"$50,000 under $75,000",13323
2018,14757,"$75,000 under $100,000",13165
2018,14760,"$1 under $25,000",43394
2018,14760,"$100,000 under $200,000",98762
2018,14760,"$200,000 or more",75970
2018,14760,"$25,000 under $50,000",74556
2018,14760,"$50,000 under $75,000",69593
2018,14760,"$75,000 under $100,000",60008
2018,14767,"$1 under $25,000",3448
2018,14767,"$100,000 under $200,000",9664
2018,14767,"$200,000 or more",0
2018,14767,"$25,000 under $50,000",7375
2018,14767,"$50,000 under $75,000",6802
2018,14767,"$75,000 under $100,000",6529
2018,14769,"$1 under $25,000",2071
2018,14769,"$100,000 under $200,000",4318
2018,14769,"$200,000 or more",0
2018,14769,"$25,000 under $50,000",3795
2018,14769,"$50,000 under $75,000",3485
2018,14769,"$75,000 under $100,000",2828
2018,14770,"$1 under $25,000",5982
2018,14770,"$100,000 under $200,000",24769
2018,14770,"$200,000 or more",0
2018,14770,"$25,000 under $50,000",12954
2018,14770,"$50,000 under $75,000",12526
2018,14770,"$75,000 under $100,000",11400
2018,14772,"$1 under $25,000",7074
2018,14772,"$100,000 under $200,000",22601
2018,14772,"$200,000 or more",7136
2018,14772,"$25,000 under $50,000",16262
2018,14772,"$50,000 under $75,000",16720
2018,14772,"$75,000 under $100,000",13202
2018,14775,"$1 under $25,000",5422
2018,14775,"$100,000 under $200,000",11159
2018,14775,"$200,000 or more",0
2018,14775,"$25,000 under $50,000",11054
2018,14775,"$50,000 under $75,000",10368
2018,14775,"$75,000 under $100,000",8661
2018,14777,"$1 under $25,000",1333
2018,14777,"$100,000 under $200,000",5543
2018,14777,"$200,000 or more",0
2018,14777,"$25,000 under $50,000",2886
2018,14777,"$50,000 under $75,000",2074
2018,14777,"$75,000 under $100,000",2257
2018,14779,"$1 under $25,000",17057
2018,14779,"$100,000 under $200,000",18382
2018,14779,"$200,000 or more",14295
2018,14779,"$25,000 under $50,000",32347
2018,14779,"$50,000 under $75,000",23169
2018,14779,"$75,000 under $100,000",17509
2018,14781,"$1 under $25,000",4608
2018,14781,"$100,000 under $200,000",12743
2018,14781,"$200,000 or more",0
2018,14781,"$25,000 under $50,000",7635
2018,14781,"$50,000 under $75,000",8618
2018,14781,"$75,000 under $100,000",8453
2018,14782,"$1 under $25,000",4325
2018,14782,"$100,000 under $200,000",13167
2018,14782,"$200,000 or more",0
2018,14782,"$25,000 under $50,000",7980
2018,14782,"$50,000 under $75,000",10570
2018,14782,"$75,000 under $100,000",8960
2018,14784,"$1 under $25,000",2024
2018,14784,"$100,000 under $200,000",3898
2018,14784,"$200,000 or more",0
2018,14784,"$25,000 under $50,000",3552
2018,14784,"$50,000 under $75,000",5030
2018,14784,"$75,000 under $100,000",2866
2018,14787,"$1 under $25,000",10224
2018,14787,"$100,000 under $200,000",33535
2018,14787,"$200,000 or more",10825
2018,14787,"$25,000 under $50,000",20206
2018,14787,"$50,000 under $75,000",19540
2018,14787,"$75,000 under $100,000",17893
2018,14801,"$1 under $25,000",10898
2018,14801,"$100,000 under $200,000",29169
2018,14801,"$200,000 or more",5706
2018,14801,"$25,000 under $50,000",19570
2018,14801,"$50,000 under $75,000",22194
2018,14801,"$75,000 under $100,000",21976
2018,14802,"$1 under $25,000",1593
2018,14802,"$100,000 under $200,000",11241
2018,14802,"$200,000 or more",0
2018,14802,"$25,000 under $50,000",3038
2018,14802,"$50,000 under $75,000",3183
2018,14802,"$75,000 under $100,000",2834
2018,14803,"$1 under $25,000",2445
2018,14803,"$100,000 under $200,000",14091
2018,14803,"$200,000 or more",0
2018,14803,"$25,000 under $50,000",4832
2018,14803,"$50,000 under $75,000",5731
2018,14803,"$75,000 under $100,000",4653
2018,14804,"$1 under $25,000",2459
2018,14804,"$100,000 under $200,000",13189
2018,14804,"$200,000 or more",0
2018,14804,"$25,000 under $50,000",5436
2018,14804,"$50,000 under $75,000",6659
2018,14804,"$75,000 under $100,000",5800
2018,14805,"$1 under $25,000",2119
2018,14805,"$100,000 under $200,000",12499
2018,14805,"$200,000 or more",0
2018,14805,"$25,000 under $50,000",4794
2018,14805,"$50,000 under $75,000",6088
2018,14805,"$75,000 under $100,000",4535
2018,14806,"$1 under $25,000",4550
2018,14806,"$100,000 under $200,000",14613
2018,14806,"$200,000 or more",6698
2018,14806,"$25,000 under $50,000",8257
2018,14806,"$50,000 under $75,000",9220
2018,14806,"$75,000 under $100,000",9153
2018,14807,"$1 under $25,000",5512
2018,14807,"$100,000 under $200,000",22046
2018,14807,"$200,000 or more",6656
2018,14807,"$25,000 under $50,000",13321
2018,14807,"$50,000 under $75,000",14466
2018,14807,"$75,000 under $100,000",13411
2018,14808,"$1 under $25,000",1634
2018,14808,"$100,000 under $200,000",0
2018,14808,"$200,000 or more",0
2018,14808,"$25,000 under $50,000",2372
2018,14808,"$50,000 under $75,000",2301
2018,14808,"$75,000 under $100,000",4193
2018,14809,"$1 under $25,000",4354
2018,14809,"$100,000 under $200,000",14828
2018,14809,"$200,000 or more",0
2018,14809,"$25,000 under $50,000",11584
2018,14809,"$50,000 under $75,000",11095
2018,14809,"$75,000 under $100,000",7974
2018,14810,"$1 under $25,000",25290
2018,14810,"$100,000 under $200,000",63547
2018,14810,"$200,000 or more",14832
2018,14810,"$25,000 under $50,000",48164
2018,14810,"$50,000 under $75,000",46867
2018,14810,"$75,000 under $100,000",40895
2018,14812,"$1 under $25,000",6900
2018,14812,"$100,000 under $200,000",26692
2018,14812,"$200,000 or more",0
2018,14812,"$25,000 under $50,000",13512
2018,14812,"$50,000 under $75,000",15339
2018,14812,"$75,000 under $100,000",13343
2018,14813,"$1 under $25,000",4153
2018,14813,"$100,000 under $200,000",16657
2018,14813,"$200,000 or more",0
2018,14813,"$25,000 under $50,000",10561
2018,14813,"$50,000 under $75,000",9134
2018,14813,"$75,000 under $100,000",9196
2018,14814,"$1 under $25,000",3326
2018,14814,"$100,000 under $200,000",29469
2018,14814,"$200,000 or more",22920
2018,14814,"$25,000 under $50,000",6006
2018,14814,"$50,000 under $75,000",9781
2018,14814,"$75,000 under $100,000",9829
2018,14815,"$1 under $25,000",1414
2018,14815,"$100,000 under $200,000",11177
2018,14815,"$200,000 or more",0
2018,14815,"$25,000 under $50,000",4233
2018,14815,"$50,000 under $75,000",3477
2018,14815,"$75,000 under $100,000",3749
2018,14816,"$1 under $25,000",1431
2018,14816,"$100,000 under $200,000",8065
2018,14816,"$200,000 or more",0
2018,14816,"$25,000 under $50,000",3138
2018,14816,"$50,000 under $75,000",3139
2018,14816,"$75,000 under $100,000",2582
2018,14817,"$1 under $25,000",5090
2018,14817,"$100,000 under $200,000",21952
2018,14817,"$200,000 or more",6946
2018,14817,"$25,000 under $50,000",12551
