the_geom,UNITID,LATITUDE,LONGITUDE,POINT_X,POINT_Y
POINT (-73.80557444755918 40.67511938312332),CB404228,40.67511938,-73.80557444,1038180.55341,185300.455012
POINT (-73.79851251666727 40.694137240363524),CB459774,40.69413724,-73.79851251,1040123.47996,192233.620969
POINT (-73.71903718602857 40.73689698746154),CB450827,40.73689698,-73.71903718,1062112.3515,207872.910972
POINT (-73.73732422668675 40.65034181685362),CB446207,40.65034181,-73.73732422,1057139.0984,176322.7269
POINT (-73.86469493463048 40.57218005674416),CB406160,40.57218005,-73.86469493,1021839.41615,147766.106526
POINT (-74.12367947367183 40.629781622726775),CB503478,40.62978162,-74.12367947,949919.944327,168747.040236
POINT (-74.17338613356321 40.56160188626721),CB504441,40.56160188,-74.17338613,936073.577408,143930.868237
POINT (-73.83072651784968 40.75768665479877),CB443571,40.75768665,-73.83072651,1031145.64861,215367.694942
POINT (-73.711495133922 40.728210868654905),CB452954,40.72821086,-73.71149513,1064212.87227,204715.096934
POINT (-74.09763720226161 40.59219263711406),CB510337,40.59219263,-74.0976372,957133.302405,155043.271377
POINT (-73.79772174633351 40.70445842190709),CB457958,40.70445842,-73.79772174,1040334.08087,195994.429355
POINT (-74.15004100606798 40.55093196982772),CB505233,40.55093196,-74.150041,942553.501962,140031.590578
POINT (-73.84484606513324 40.667576039674415),CB400161,40.66757603,-73.84484606,1027292.11239,182530.468375
POINT (-74.1146854243765 40.57818933774031),CB509548,40.57818933,-74.11468542,952391.837192,149947.260506
POINT (-73.86924853042959 40.745198864599466),CB411630,40.74519886,-73.86924853,1020480.2824,210799.718361
POINT (-73.84615330914919 40.68092717429881),CB401229,40.68092717,-73.8461533,1026920.92004,187394.021131
POINT (-73.84285755932386 40.77025289453325),CB417668,40.77025289,-73.84285755,1027776.6467,219939.721147
POINT (-74.19634208964258 40.53046350246176),CB509373,40.5304635,-74.19634208,929669.703725,132599.901616
POINT (-73.90828984519261 40.714379343917756),CB425693,40.71437934,-73.90828984,1009673.97822,199557.475349
POINT (-73.77962702257733 40.78313925453457),CB419484,40.78313925,-73.77962702,1045278.93436,224672.380939
POINT (-73.84418575774201 40.67670978244002),CB401278,40.67670978,-73.84418575,1027469.37265,185858.470904
POINT (-73.85477677950793 40.717038198054574),CB436114,40.71703819,-73.85477677,1024507.30515,200546.238409
POINT (-73.9004389546543 40.754070156603085),CB430786,40.75407015,-73.90043895,1011833.97325,214020.451853
POINT (-73.7930789893253 40.66701416515615),CB459003,40.66701416,-73.79307898,1041653.5638,182355.4421
POINT (-73.90139759169232 40.72702161306425),CB427615,40.72702161,-73.90139759,1011579.47003,204165.5151
POINT (-73.73901675615438 40.71438353602028),CB450011,40.71438353,-73.73901675,1056599.93,199653.4719
POINT (-73.84574434897651 40.57902389118236),CB405897,40.57902389,-73.84574434,1027099.72676,150268.182624
POINT (-73.83180347004779 40.74284793340922),CB442558,40.74284793,-73.83180346,1030857.66993,209960.905686
POINT (-73.8793529978512 40.758415145904635),CB418462,40.75841514,-73.87935299,1017673.77791,215610.814372
POINT (-73.93745479182043 40.75655483543448),CB430633,40.75655483,-73.93745479,1001577.87372,214916.211644
POINT (-73.78834066207149 40.70331042525315),CB457491,40.70331042,-73.78834066,1042936.10511,195582.326565
POINT (-74.07908263547148 40.62569945974981),CB502604,40.62569945,-74.07908263,962297.465833,167245.473271
POINT (-73.83816323409157 40.68639032629329),CB437489,40.68639032,-73.83816323,1029133.36763,189388.395575
POINT (-73.88506894361522 40.70154204164329),CB427266,40.70154204,-73.88506894,1016117.43218,194888.056319
POINT (-74.11152106888716 40.55927594700981),CB503699,40.55927594,-74.11152106,953262.082236,143055.518381
POINT (-73.72732790098406 40.72341393830265),CB453132,40.72341393,-73.7273279,1059830.06986,202953.378744
POINT (-73.91833683229248 40.73508780844231),CB433848,40.7350878,-73.91833683,1006881.70992,207099.449901
POINT (-73.84232000716274 40.730676997320344),CB435363,40.73067699,-73.84232,1027951.49693,205521.236484
POINT (-73.84618333576276 40.68620135329971),CB437411,40.68620135,-73.84618333,1026909.21774,189315.53984
POINT (-74.08648753528881 40.63314580803415),CB501501,40.6331458,-74.08648753,960244.620164,169960.318161
POINT (-73.81051729392077 40.69347994027789),CB459867,40.69347994,-73.81051729,1036795.01899,191986.718739
POINT (-73.70287788305625 40.73631363702159),CB452462,40.73631363,-73.70287788,1066591.23311,207675.155798
POINT (-74.11033543230583 40.57577261948819),CB509511,40.57577261,-74.11033543,953599.100402,149065.238655
POINT (-73.80158274685161 40.724250034540646),CB443661,40.72425003,-73.80158274,1039247.24093,203202.649094
POINT (-74.15360361147276 40.614696048133986),CB501124,40.61469604,-74.15360361,941604.188329,163264.12118
POINT (-73.7648923438287 40.59585329080761),CB407385,40.59585329,-73.76489234,1049542.6061,156449.4497
POINT (-73.86802256123526 40.76106719648289),CB408819,40.76106719,-73.86802256,1020811.27887,216581.568448
POINT (-74.08164657215507 40.592296701634254),CB550249,40.5922967,-74.08164657,961574.400489,155076.639967
POINT (-73.72095740643087 40.7322626710769),CB451145,40.73226267,-73.7209574,1061585.58707,206182.791464
POINT (-73.80507335020118 40.684985482110584),CB460732,40.68498548,-73.80507335,1038311.55091,188895.25934
POINT (-73.85909841883286 40.70616593795831),CB426750,40.70616593,-73.85909841,1023315.67675,196583.193326
POINT (-73.80451018821758 40.722844681868665),CB443637,40.72284468,-73.80451018,1038436.95746,202688.812585
POINT (-74.16603742393423 40.535953996752724),CB505876,40.53595399,-74.16603742,938097.748354,134582.788895
POINT (-73.88697122304094 40.73406872695977),CB410451,40.73406872,-73.88697122,1015574.68835,206737.826658
POINT (-73.85867123958867 40.69115591146595),CB438457,40.69115591,-73.85867123,1023442.93733,191114.793123
POINT (-73.81250154724927 40.7272302739735),CB443360,40.72723027,-73.81250154,1036218.45139,204281.773494
POINT (-74.17656659148342 40.55497614674383),CB506808,40.55497614,-74.17656659,935185.002771,141518.720879
POINT (-73.84476685472103 40.579317903463696),CB405903,40.5793179,-73.84476685,1027371.06876,150375.778089
POINT (-73.94818210701092 40.707648206183705),CB321047,40.7076482,-73.9481821,998616.459079,197096.058466
POINT (-73.82945262393136 40.737384494997066),CB442563,40.73738449,-73.82945262,1031512.96968,207971.665158
POINT (-73.74673007137514 40.714345960581866),CB449013,40.71434596,-73.74673007,1054461.68578,199633.505498
POINT (-73.8163818623682 40.72603908055981),CB442078,40.72603908,-73.81638186,1035143.86602,203845.507541
POINT (-73.7996116679326 40.73294498133169),CB442507,40.73294498,-73.79961166,1039786.3363,206371.724219
POINT (-73.82426515091393 40.675077423398335),CB401913,40.67507742,-73.82426515,1032996.08785,185274.213835
POINT (-74.1362391052106 40.57304160799114),CB508932,40.5730416,-74.1362391,946401.584353,148080.392738
POINT (-74.07060676379156 40.58586976451035),CB509403,40.58586976,-74.07060676,964638.584477,152732.480787
POINT (-73.70197842754739 40.75215862036159),CB451782,40.75215862,-73.70197842,1066820.85744,213448.802331
POINT (-73.83897953491537 40.722403660929466),CB435021,40.72240366,-73.83897953,1028882.85885,202508.692703
POINT (-73.86792597471369 40.72732906984987),CB434730,40.72732906,-73.86792597,1020856.56885,204289.746314
POINT (-73.84051388935582 40.79377769018281),CB415109,40.79377769,-73.84051388,1028410.21078,228511.761751
POINT (-73.7634891281247 40.724100402606076),CB441070,40.7241004,-73.76348912,1049806.14346,203174.346434
POINT (-74.08048621439626 40.596429620985816),CB508644,40.59642962,-74.08048621,961898.048588,156582.068661
POINT (-73.7737656683344 40.75932352013076),CB423846,40.75932352,-73.77376566,1046924.55295,215999.681362
POINT (-73.85302786850747 40.695457344730556),CB436905,40.69545734,-73.85302786,1025005.31197,192684.504962
POINT (-74.17906716918863 40.60773527586658),CB511005,40.60773527,-74.17906716,934529.426416,160741.560176
POINT (-73.84412806967697 40.68677091700416),CB437445,40.68677091,-73.84412806,1027478.85142,189524.055747
POINT (-73.74647967347146 40.7395850880002),CB424015,40.73958508,-73.74647967,1054504.48821,208829.065401
POINT (-74.17872892697584 40.60755503523228),CB511009,40.60755503,-74.17872892,934623.210134,160675.702166
POINT (-74.18532844549986 40.594720888309176),CB511724,40.59472088,-74.18532844,932780.864089,156003.711521
POINT (-74.16026393740238 40.623301548194576),CB500675,40.62330154,-74.16026393,939760.783603,166402.638913
POINT (-73.8113196070687 40.71494859011365),CB443094,40.71494858,-73.8113196,1036555.68422,199807.892157
POINT (-74.12530795453522 40.62810512236074),CB503486,40.62810512,-74.12530795,949467.04891,168136.889373
POINT (-73.7630929699718 40.680323149710105),CB455703,40.68032314,-73.76309297,1049959.08549,187225.341383
POINT (-74.1652845655535 40.62720837869944),CB501255,40.62720837,-74.16528456,938369.746234,167828.588306
POINT (-73.81980046836888 40.68530274199475),CB400817,40.68530274,-73.81980046,1034226.85531,189002.100433
POINT (-73.8846608476229 40.731937231764384),CB410381,40.73193723,-73.88466084,1016216.00569,205962.09153
POINT (-73.9565948250864 40.74252137636088),CB433108,40.74252137,-73.95659482,996277.746041,209800.164532
POINT (-73.85412270197395 40.576228616299),CB405000,40.57622861,-73.8541227,1024774.05387,149245.808831
POINT (-73.83789109286357 40.663921541930094),CB403663,40.66392154,-73.83789109,1029223.9916,181202.52811
POINT (-73.83000661730715 40.7589484353156),CB413455,40.75894843,-73.83000661,1031344.19797,215827.788085
POINT (-73.79041428504323 40.7462327922322),CB422072,40.74623279,-73.79041428,1042323.74398,211218.84565
POINT (-73.8381953796752 40.68426339098529),CB436834,40.68426339,-73.83819537,1029125.88375,188613.476053
POINT (-74.16069368234352 40.6058232435163),CB511917,40.60582324,-74.16069368,939629.80519,160035.064691
POINT (-73.70111053160733 40.73907932595276),CB452628,40.73907932,-73.70111053,1067077.57791,208684.444044
POINT (-73.93606357203302 40.741174165195524),CB432461,40.74117416,-73.93606357,1001967.39496,209312.818562
POINT (-73.80720241518908 40.75015836874961),CB415966,40.75015836,-73.80720241,1037668.81005,212638.371712
POINT (-73.80840936777223 40.687327087473705),CB412594,40.68732708,-73.80840936,1037384.46516,189746.331013
POINT (-73.8485140723623 40.68539355398139),CB435263,40.68539355,-73.84851407,1026263.32528,189020.108952
POINT (-74.19164612537871 40.53021072886004),CB550856,40.53021072,-74.19164612,930974.911104,132504.919519
POINT (-74.13059489554868 40.631138336891176),CB503346,40.63113833,-74.13059489,948001.149737,169244.112939
POINT (-74.15254317093644 40.549320038422664),CB505585,40.54932003,-74.15254317,941857.126693,139445.527209
POINT (-74.17936412125607 40.62683609178948),CB500297,40.62683609,-74.17936412,934461.222637,167700.642977
POINT (-73.75382860525124 40.68920906900388),CB453909,40.68920906,-73.7538286,1052519.56669,190469.812425
POINT (-73.89674333747863 40.77819958891687),CB428292,40.77819958,-73.89674333,1012847.5025,222812.781445
POINT (-73.94872662182041 40.744676919671626),CB433192,40.74467691,-73.94872662,998457.596403,210586.67576
POINT (-73.75683058905555 40.72063886466174),CB448530,40.72063886,-73.75683058,1051655.25533,201918.259568
POINT (-73.84380534579346 40.68889066130498),CB438330,40.68889066,-73.84380534,1027566.97712,190296.498649
POINT (-73.78894838365703 40.6826276607166),CB458469,40.68262766,-73.78894838,1042785.75961,188046.602353
POINT (-73.83819029386255 40.688368405668),CB437499,40.6883684,-73.83819029,1029124.5317,190109.052519
POINT (-73.85288286898307 40.71065647733625),CB435849,40.71065647,-73.85288286,1025036.22024,198222.062851
POINT (-73.73800873174342 40.73341236841925),CB449788,40.73341236,-73.73800873,1056858.63931,206587.066487
POINT (-73.77248946988112 40.69702606292227),CB456596,40.69702606,-73.77248946,1047337.05131,193303.771377
POINT (-74.16681155081336 40.60273538873861),CB510974,40.60273539,-74.16681155,937928.9019,158913.2573
POINT (-73.85567203427624 40.71969177817),CB436103,40.71969177,-73.85567203,1024257.53911,201512.607352
POINT (-73.82329322190581 40.584323140320876),CB405519,40.58432314,-73.82329322,1033332.38447,152210.609059
POINT (-73.7510571866357 40.60584240009884),CB407287,40.6058424,-73.75105719,1053374.4656,160099.3395
POINT (-73.85800036642743 40.680961463457315),CB435190,40.68096146,-73.85800036,1023635.00282,187400.964839
POINT (-74.23595424188532 40.50954912770987),CB550185,40.50954912,-74.23595424,918637.591301,125007.510383
POINT (-73.76220740083843 40.59670840100012),CB407342,40.5967084,-73.7622074,1050287.40394,156762.999725
POINT (-74.17195707479081 40.604327454426965),CB511030,40.60432745,-74.17195707,936501.206509,159496.049643
POINT (-73.90520433552554 40.748339158925425),CB433504,40.74833915,-73.90520433,1010515.95646,211931.001016
POINT (-73.81205676730966 40.71820079969389),CB442270,40.71820079,-73.81205676,1036348.78789,200992.32935
POINT (-73.84150333000889 40.75955401103674),CB414386,40.75955,-73.8415,1028158.8051,216042.4469
POINT (-74.09287887138461 40.601005906911624),CB510394,40.6010059,-74.09287887,958458.233567,158252.731443
POINT (-74.133392366487 40.61460061645881),CB500889,40.61460061,-74.13339236,947215.489271,163220.160659
POINT (-73.79123559029193 40.7024469685055),CB457464,40.70244696,-73.79123559,1042134.18887,195265.818218
POINT (-73.89740986651272 40.716340617440586),CB413079,40.71634061,-73.89740986,1012689.29827,200275.37162
POINT (-73.87279308353612 40.71857194848975),CB428374,40.71857194,-73.87279308,1019512.20076,201097.263793
POINT (-73.7975064076203 40.75881315859821),CB416492,40.75881315,-73.7975064,1040348.00833,215797.645597
POINT (-73.80830133328125 40.72391721842444),CB443157,40.72391721,-73.80830133,1037385.25329,203077.24744
POINT (-73.71924725249966 40.745485291246396),CB449332,40.74548529,-73.71924725,1062044.10814,211001.700108
POINT (-73.75052845845204 40.757117923140044),CB424733,40.75711792,-73.75052845,1053364.31701,215213.593419
POINT (-74.15166999402285 40.559839936740914),CB505760,40.55983993,-74.15166999,942106.42475,143277.752669
POINT (-73.86568822038144 40.72016199541085),CB427957,40.72016199,-73.86568822,1021480.80387,201679.505946
POINT (-73.80782808000629 40.69330517668773),CB459817,40.69330517,-73.80782807,1037540.89731,191924.671934
POINT (-73.92234815441518 40.76951210584103),CB430152,40.7695121,-73.92234815,1005758.9151,219640.318867
POINT (-73.90560245398692 40.71997062668748),CB413822,40.71997062,-73.90560245,1010416.78387,201595.340695
POINT (-73.73217892435487 40.65215870501456),CB444930,40.6521587,-73.73217892,1058564.82437,176988.989618
POINT (-73.8641721346912 40.56947552431747),CB405635,40.56947552,-73.86417213,1021986.18421,146781.004728
POINT (-74.10798865897947 40.59159444774925),CB510902,40.59159444,-74.10798865,954258.133827,154828.710255
POINT (-73.75030667737258 40.7317397926092),CB422622,40.73173979,-73.75030667,1053452.11535,205967.742795
POINT (-73.7521560910212 40.75297374519208),CB425222,40.75297374,-73.75215609,1052917.66611,213702.46084
POINT (-73.8862368249718 40.70331176171743),CB426481,40.70331176,-73.88623682,1015792.7715,195532.39487
POINT (-74.09206498347842 40.569056653877674),CB509164,40.56905665,-74.09206498,958672.010515,146612.584353
POINT (-73.92587272196447 40.76678742054692),CB430123,40.76678742,-73.92587272,1004783.4795,218646.780218
POINT (-74.16222301335843 40.586017399623366),CB511060,40.58601739,-74.16222301,939191.789747,152820.086343
POINT (-73.87689412999947 40.709644068848284),CB425987,40.70964406,-73.87689413,1018379.94836,197842.944713
POINT (-73.82292783804776 40.679983943114046),CB401504,40.67998394,-73.82292783,1033363.42336,187062.54317
POINT (-74.12723745808134 40.609020714856975),CB501195,40.60902071,-74.12723745,948921.35884,161184.717218
POINT (-74.12244232582916 40.600511261662454),CB511218,40.60051126,-74.12244232,950248.4367,158082.609542
POINT (-73.84579702807302 40.68219375310988),CB436387,40.68219375,-73.84579702,1027018.92568,187855.645369
POINT (-73.7078116151896 40.74153760128932),CB450895,40.7415376,-73.70781161,1065217.60821,209573.801457
POINT (-73.79731380264826 40.741192074857324),CB419209,40.74119207,-73.7973138,1040416.22142,209377.857707
POINT (-73.80368905264851 40.775563902856284),CB418654,40.7755639,-73.80368905,1038621.51928,221896.582384
