the_geom,UNITID,LATITUDE,LONGITUDE,POINT_X,POINT_Y
POINT (-73.93196467005352 40.69705732725921),CB303784,40.69705732,-73.93196467,1003115.72338,193240.562281
POINT (-74.16682123371753 40.603405579733696),CB510984,40.60340557,-74.16682123,937926.678133,159157.429835
POINT (-74.00088451357003 40.735923090538975),CB120036,40.73592309,-74.00088451,984004.873528,207393.221404
POINT (-73.96018005875698 40.60809402317372),CB313084,40.60809402,-73.96018005,995306.527003,160823.954517
POINT (-73.90173009306972 40.8345457971341),CB202699,40.83454579,-73.90173009,1011443.36352,243340.095403
POINT (-74.00691426663674 40.61725147186044),CB330167,40.61725147,-74.00691426,982330.426782,164157.814599
POINT (-73.94465992262538 40.60005413997298),CB319061,40.60005414,-73.94465992,999617.745634,157897.159235
POINT (-73.97401452145525 40.597009292632364),CB332191,40.59700929,-73.97401452,991466.40579,156784.059489
POINT (-73.88089859859227 40.85681669950053),CB209424,40.85681669,-73.88089859,1017196.84342,251461.370059
POINT (-74.0011306476963 40.67582770822083),CB305947,40.6758277,-74.00113064,983936.379409,185498.66956
POINT (-73.87482652572908 40.829542916078616),CB201315,40.82954291,-73.87482652,1018890.75016,241526.85831
POINT (-73.82233482196543 40.82854771405931),CB215624,40.82854771,-73.82233482,1033418.12459,241189.381002
POINT (-73.95896982268322 40.678353497496786),CB315860,40.67835349,-73.95896982,995630.575105,186421.550396
POINT (-73.9694226724 40.691509677485),CB328911,40.69150967,-73.96942267,992729.586306,191213.543584
POINT (-73.9839243819058 40.76178580098794),CB107743,40.7617858,-73.98392438,988703.329566,216816.245904
POINT (-73.98817025867851 40.631838504183854),CB310606,40.6318385,-73.98817025,987533.514138,169472.403386
POINT (-73.94061940009297 40.81484436429245),CB100988,40.81484436,-73.9406194,1000686.73701,236152.46348
POINT (-73.90231525596678 40.63708305859032),CB300406,40.63708305,-73.90231525,1011361.66325,171398.030857
POINT (-73.82080380521587 40.829395204573274),CB215138,40.8293952,-73.8208038,1033841.1951,241499.015258
POINT (-73.98828156172227 40.63190716850364),CB310605,40.63190716,-73.98828156,987502.617046,169497.415451
POINT (-73.97762566878805 40.685073981899556),CB317653,40.68507398,-73.97762566,990455.362001,188868.144349
POINT (-73.94918128171933 40.797208104716404),CB101083,40.7972081,-73.94918128,998320.509212,229725.461565
POINT (-73.9816131012135 40.603069266976505),CB331523,40.60306926,-73.9816131,989355.747108,158991.328919
POINT (-73.88300427333098 40.82273471099455),CB200933,40.82273471,-73.88300427,1016630.93877,239043.25453
POINT (-73.97197691996666 40.7655575032377),CB104773,40.7655575,-73.97197691,992012.621824,218191.234257
POINT (-73.99975370542569 40.73413142756675),CB112266,40.73413142,-73.9997537,984318.257754,206740.461136
POINT (-74.01594694779753 40.63092335904694),CB309500,40.63092335,-74.01594694,979823.63563,169139.172676
POINT (-73.94646524581199 40.64023902780282),CB334291,40.64023902,-73.94646524,999107.466311,172537.259091
POINT (-74.08703790082761 40.59275011282635),CB508591,40.59275011,-74.0870379,960077.238214,155243.270805
POINT (-73.9723883038674 40.616580279153695),CB310965,40.61658027,-73.9723883,991915.773822,163914.413909
POINT (-73.95934360089962 40.59398197738851),CB312079,40.59398197,-73.9593436,995541.166741,155682.681369
POINT (-73.84474883108503 40.83282824518937),CB202209,40.83282824,-73.84474883,1027212.38047,242737.146224
POINT (-73.98242591841581 40.69612765475233),CB318792,40.69612765,-73.98242591,989123.238934,192895.017624
POINT (-73.77713927033265 40.663633215074455),CB447438,40.66363321,-73.77713927,1046078.64965,181134.518512
POINT (-74.15224201562737 40.56728992867064),CB504205,40.56728992,-74.15224201,941952.198197,145992.238069
POINT (-73.99729840700869 40.727307916258276),CB110797,40.72730791,-73.9972984,984998.793088,204254.45431
POINT (-73.89399147322119 40.81514428782267),CB200291,40.81514428,-73.89399147,1013593.35684,236273.92075
POINT (-73.90108838095462 40.71810159890405),CB480766,40.71810159,-73.90108838,1011668.843,200915.777661
POINT (-73.73168459392366 40.71075573027541),CB482505,40.71075573,-73.73168459,1058636.5986,198337.899356
POINT (-73.9773962178115 40.74551052393235),CB107989,40.74551052,-73.97739621,990513.316808,210887.034509
POINT (-73.84886349581878 40.89077233253798),CB211538,40.89077233,-73.84886349,1026037.31331,263846.400819
POINT (-74.17262105142082 40.533963550283055),CB550402,40.53396355,-74.17262105,936266.317176,133861.16128
POINT (-73.91135614012292 40.60669828669908),CB302136,40.60669828,-73.91135613,1008863.63724,160325.392397
POINT (-73.98569682511898 40.763039190353496),CB107019,40.76303919,-73.98569682,988212.245966,217272.811663
POINT (-73.95725121473714 40.61838639685868),CB326546,40.61838639,-73.95725121,996117.928759,164574.117653
POINT (-73.89823248994064 40.84226749192232),CB202608,40.84226749,-73.89823248,1012407.9555,246154.49984
POINT (-73.9768516068202 40.71804104655101),CB110571,40.71804104,-73.9768516,990666.868618,200879.08425
POINT (-73.95278459275366 40.621957815411925),CB327799,40.62195781,-73.95278459,997357.252051,165875.916159
POINT (-73.97739676186748 40.664084793600864),CB306869,40.66408479,-73.97739676,990520.82094,181221.199498
POINT (-73.92657303534455 40.63537054653305),CB302883,40.63537054,-73.92657303,1004629.62455,170767.541072
POINT (-73.93370972077703 40.669122128052244),CB316282,40.66912212,-73.93370972,1002639.53512,183062.591869
POINT (-73.94511743822838 40.723029675948744),CB320092,40.72302967,-73.94511743,999462.624313,202700.513023
POINT (-73.96697319070473 40.592998484692835),CB314341,40.59299848,-73.96697319,993422.3988,155323.478866
POINT (-73.93641638286822 40.61215595093547),CB303264,40.61215595,-73.93641638,1001903.74698,162307.714362
POINT (-73.88688608826341 40.81581442048992),CB200434,40.81581442,-73.88688608,1015559.82421,236520.533804
POINT (-73.93990447088936 40.5894500772724),CB314983,40.58945007,-73.93990447,1000940.96805,154034.700483
POINT (-73.9859405960582 40.6266770029043),CB310153,40.626677,-73.98594059,988152.690681,167592.022127
POINT (-73.94537871455275 40.796966370011496),CB100335,40.79696637,-73.94537871,999373.405473,229638.022948
POINT (-73.72895687879657 40.66952642598531),CB445082,40.66952642,-73.72895687,1059439.29412,183319.256222
POINT (-73.90778715588932 40.80340362217361),CB204222,40.80340362,-73.90778715,1009779.19066,231992.061132
POINT (-73.95244351183109 40.640766372500345),CB334107,40.64076637,-73.95244351,997448.217819,172728.427718
POINT (-73.92024799866236 40.61930446007716),CB304118,40.61930446,-73.92024799,1006390.4645,164915.775203
POINT (-73.94313995910493 40.826737845947584),CB103288,40.82673784,-73.94313995,999986.225739,240485.225465
POINT (-73.91527449762991 40.78613712985914),CB428100,40.78613712,-73.91527449,1007712.40006,225699.188759
POINT (-74.1214124153211 40.55928817874869),CB504084,40.55928817,-74.12141241,950513.620792,143063.629036
POINT (-73.85514696777179 40.89119834745016),CB209805,40.89119834,-73.85514696,1024299.75852,263998.679976
POINT (-74.0009808458657 40.70883779678605),CB109267,40.70883779,-74.00098084,983978.066338,197525.21447
POINT (-73.84611397490771 40.89652801098003),CB211135,40.89652801,-73.84611397,1026793.83596,265944.749977
POINT (-73.90737021882755 40.69736054632064),CB304575,40.69736054,-73.90737021,1009935.4745,193357.2882
POINT (-74.1447090528763 40.620709090392054),CB500617,40.62070909,-74.14470905,944077.250004,165450.622582
POINT (-73.93547898868597 40.64415611499215),CB333363,40.64415611,-73.93547898,1002155.42363,173966.414794
POINT (-74.06923820092395 40.60758445153802),CB502382,40.60758445,-74.0692382,965024.963438,160643.389231
POINT (-73.85765902612911 40.89984966740284),CB211085,40.89984966,-73.85765902,1023600.08963,267149.567768
POINT (-73.80501467090157 40.73033024654297),CB480549,40.73033024,-73.80501467,1038291.0518,205415.717636
POINT (-73.86795994923476 40.84240544003943),CB210614,40.84240544,-73.86795994,1020783.95456,246215.937794
POINT (-73.98347497383133 40.749610034994014),CB107475,40.74961003,-73.98347497,988828.663233,212380.24169
POINT (-73.87891588467274 40.67447417016089),CB322746,40.67447417,-73.87891588,1017837.14795,185028.748403
POINT (-74.0057705348883 40.720036634827586),CB111119,40.72003663,-74.00577053,982650.422234,201605.343099
POINT (-73.97854305256266 40.72463606075662),CB111888,40.72463606,-73.97854305,990197.40148,203281.731419
POINT (-74.00908779473161 40.71760809328502),CB110214,40.71760809,-74.00908779,981730.794276,200720.629027
POINT (-73.96694188973721 40.784356674526556),CB106600,40.78435667,-73.96694188,993404.781437,225040.888984
POINT (-73.89157940985287 40.68104326939934),CB323043,40.68104326,-73.8915794,1014321.49161,187417.456467
POINT (-73.94616617147281 40.80229814579127),CB101194,40.80229814,-73.94616617,999154.182616,231580.439836
POINT (-74.021246838391 40.63256388040407),CB308073,40.63256388,-74.02124683,978352.699865,169737.170944
POINT (-73.94574280497442 40.7016626188183),CB321696,40.70166261,-73.9457428,999294.103821,194915.739649
POINT (-73.89851723161816 40.81778722895383),CB200672,40.81778722,-73.89851723,1012339.50352,237235.354847
POINT (-74.00871148412934 40.71369017076574),CB109194,40.71369017,-74.00871148,981834.968527,199293.199763
POINT (-73.94107091673138 40.58025794298686),CB314090,40.58025794,-73.94107091,1000619.25175,150685.556001
POINT (-73.99587895912796 40.758880947959),CB105399,40.75888094,-73.99587895,985391.676406,215757.530973
POINT (-73.98254724109128 40.66726623034476),CB306828,40.66726623,-73.98254724,989091.691546,182379.959895
POINT (-73.91130569035242 40.62454409993576),CB301857,40.62454409,-73.91130569,1008871.06244,166827.100353
POINT (-73.8962851234538 40.9029381843439),CB207945,40.90293818,-73.89628512,1012920.59828,268259.844442
POINT (-73.87730374529313 40.80590600470706),CB200726,40.805906,-73.87730374,1018217.2625,232914.1188
POINT (-73.96176976561661 40.60781004731388),CB312318,40.60781004,-73.96176976,994865.169276,160720.298082
POINT (-74.01027614780689 40.677373969529555),CB305569,40.67737396,-74.01027614,981399.654152,186062.182117
POINT (-73.84868269967376 40.84967703973231),CB212516,40.84967703,-73.84868269,1026113.16511,248873.878874
POINT (-73.9783527136212 40.579469758700256),CB329632,40.57946975,-73.97835271,990263.229223,150393.637829
POINT (-73.86109618083891 40.88640144380926),CB209567,40.88640144,-73.86109618,1022657.66033,262248.311581
POINT (-73.90734414643282 40.62946680459462),CB301167,40.6294668,-73.90734414,1009968.86824,168621.710062
POINT (-73.81964875429898 40.81803579873216),CB215564,40.81803579,-73.81964875,1034169.3672,237361.0354
POINT (-73.98075474556755 40.71155164473049),CB111716,40.71155164,-73.98075474,989585.415446,198514.535858
POINT (-73.86670864818028 40.67028126998278),CB323835,40.67028127,-73.86670864,1021225.59751,183506.07371
POINT (-73.97446798913889 40.6105695569659),CB329595,40.61056955,-73.97446798,991339.033691,161724.37581
POINT (-73.89139653625769 40.884016013498695),CB207398,40.88401601,-73.89139653,1014280.52995,261367.367503
POINT (-73.78496856256585 40.67347948075506),CB482002,40.67347948,-73.78496856,1043897.75364,184716.352077
POINT (-73.87919353509464 40.82843662767919),CB200798,40.82843662,-73.87919353,1017682.77215,241122.100397
POINT (-73.77572614719656 40.69314852313677),CB481052,40.69314852,-73.77572614,1046443.16255,191888.759437
POINT (-73.88327857295393 40.843912420750826),CB208521,40.84391242,-73.88327857,1016544.73974,246758.968704
POINT (-74.12195936620515 40.57021249458742),CB509955,40.57021249,-74.12195936,950367.183123,147043.831409
POINT (-73.90876235596473 40.8628746839853),CB206566,40.86287468,-73.90876235,1009486.63802,253659.272478
POINT (-73.91393837535115 40.70476051094408),CB404165,40.70476051,-73.91393837,1008111.53069,196051.456797
POINT (-73.99181030173678 40.76956400201967),CB106847,40.769564,-73.9918103,986518.476838,219649.799033
POINT (-73.94474133931867 40.61623144448545),CB302635,40.61623144,-73.94474133,999591.418542,163790.954995
POINT (-73.94142633480465 40.80767692191292),CB100562,40.80767692,-73.94142633,1000465.12112,233540.959074
POINT (-73.95726512027271 40.613269013716554),CB326437,40.61326901,-73.95726512,996114.977863,162709.719286
POINT (-73.93641990715933 40.62240867874605),CB303626,40.62240867,-73.9364199,1001900.05731,166043.05061
POINT (-73.91975959471958 40.67184886321632),CB350145,40.67184886,-73.91975959,1006508.51779,184059.255338
POINT (-73.95330730139841 40.65771042384118),CB331741,40.65771042,-73.9533073,997205.202231,178901.481948
POINT (-73.96571289810939 40.606212883900064),CB312375,40.60621288,-73.96571289,993770.530206,160137.956976
POINT (-73.94740757556144 40.82527621828323),CB103426,40.82527621,-73.94740757,998805.467038,239951.963429
POINT (-73.88254476249865 40.65605683665014),CB325883,40.65605683,-73.88254476,1016839.54245,178317.430236
POINT (-73.91109874079626 40.81608244571564),CB206893,40.81608245,-73.91109874,1008857.6883,236610.4569
POINT (-73.91631895466037 40.664555891853176),CB331947,40.66455589,-73.91631895,1007465.482,181403.113573
POINT (-73.92218408886798 40.83642700616783),CB204732,40.836427,-73.92218408,1005782.70271,244019.800463
POINT (-73.94232543064275 40.790489915832),CB100119,40.79048991,-73.94232543,1000220.34464,227278.968893
POINT (-73.96364703347425 40.701606274709974),CB321722,40.70160627,-73.96364703,994329.737492,194892.644246
POINT (-73.98613338589945 40.67596841164384),CB306343,40.67596841,-73.98613338,988096.332161,185550.23433
POINT (-73.94530059085749 40.59335524428555),CB313146,40.59335524,-73.94530059,999441.35826,155456.469402
POINT (-73.8834531208524 40.84395024312948),CB208518,40.84395024,-73.88345312,1016496.42715,246772.684525
POINT (-73.91834278859135 40.8470120930118),CB206038,40.84701209,-73.91834278,1006842.04652,247877.310167
POINT (-73.9626562961225 40.769677476390434),CB103379,40.76967747,-73.96265629,994593.870586,219693.240341
POINT (-73.77674890299436 40.69421268238627),CB481041,40.69421268,-73.7767489,1046158.55573,192275.73817
POINT (-73.98692400702427 40.606075446098146),CB331459,40.60607544,-73.986924,987880.830171,160086.292555
POINT (-73.85616715968659 40.8975215870269),CB211340,40.89752158,-73.85616715,1024013.90768,266302.026971
POINT (-73.91757572577737 40.69173582186133),CB305324,40.69173582,-73.91757572,1007107.5007,191305.208543
POINT (-73.95680908029316 40.78659609855069),CB104800,40.78659609,-73.95680908,996210.457519,225858.008828
POINT (-73.86482868648281 40.81685653044629),CB200844,40.81685653,-73.86482868,1021664.7019,236908.864118
POINT (-73.85302271925063 40.711453720177296),CB480246,40.71145372,-73.85302271,1024996.96127,198512.457146
POINT (-73.8521455891491 40.85272894856204),CB211774,40.85272894,-73.85214558,1025153.25256,249984.167889
POINT (-74.02051762636783 40.61816377710709),CB309229,40.61816377,-74.02051762,978553.87206,164490.782676
POINT (-73.97974172485242 40.661323707534564),CB306864,40.6613237,-73.97974172,989870.490027,180215.09917
POINT (-73.82381913967197 40.7015037238167),CB480066,40.70150372,-73.82381913,1033100.43998,194902.315799
POINT (-73.9093289087909 40.80576329385076),CB204654,40.80576329,-73.9093289,1009351.46563,232851.326581
POINT (-73.9635260907746 40.60041989586673),CB311743,40.60041989,-73.96352609,994378.621682,158027.667796
POINT (-73.90539635018563 40.858051109045284),CB206355,40.8580511,-73.90539635,1010419.58413,251902.846296
POINT (-73.92354504866177 40.65190017361768),CB334891,40.65190017,-73.92354504,1005464.78458,176790.451901
POINT (-73.91933287280192 40.65458329887287),CB327690,40.65458329,-73.91933287,1006632.68218,177769.036537
POINT (-73.94297575288232 40.84292774243029),CB101543,40.84292774,-73.94297575,1000027.83048,246383.832902
POINT (-73.996561590396 40.620330320680594),CB329443,40.62033032,-73.99656159,985204.544364,165279.463188
POINT (-74.01160695312593 40.650335704550926),CB307869,40.6503357,-74.01160695,981029.216872,176211.427934
POINT (-73.84438575830693 40.86086186407057),CB211872,40.86086186,-73.84438575,1027294.70845,252951.015396
POINT (-73.96011125433746 40.58416016926232),CB313763,40.58416,-73.9601,995329.6021,152104.2512
POINT (-73.93848707418866 40.83283264385814),CB100973,40.83283264,-73.93848707,1001272.36918,242706.653792
POINT (-73.82821270693869 40.87726238057298),CB213711,40.87726238,-73.8282127,1031756.63883,258934.715682
POINT (-74.00177402348554 40.60343420624446),CB331007,40.6034342,-74.00177402,983757.384798,159123.75484
POINT (-73.92005854337904 40.62870812963835),CB303515,40.62870812,-73.92005854,1006439.9338,168341.827837
POINT (-73.77997398355429 40.664344842301446),CB447468,40.66434484,-73.77997398,1045291.56053,181391.795443
POINT (-73.9413475953567 40.67913329684704),CB316599,40.67913329,-73.94134759,1000518.27636,186708.434769
POINT (-73.86337568735802 40.86775260154613),CB214334,40.8677526,-73.86337568,1022037.96225,255452.813961
POINT (-73.98671165182705 40.74273998429874),CB107347,40.74273998,-73.98671165,987932.241971,209877.109704
POINT (-73.95188513569683 40.577134542137664),CB313327,40.57713454,-73.95188513,997615.915953,149545.788066
POINT (-73.9844475013959 40.76154505068577),CB107757,40.76154505,-73.9844475,988558.428579,216728.50647
POINT (-74.10455308444881 40.59551640495681),CB550779,40.5955164,-74.10455308,955214.006531,156256.420314
POINT (-73.98046458520352 40.76987039859476),CB105451,40.76987039,-73.98046458,989661.118933,219761.926778
POINT (-73.84605104319115 40.84120580436039),CB202034,40.8412058,-73.84605104,1026846.65778,245788.761781
POINT (-73.72874727127804 40.66228829576164),CB445267,40.66228829,-73.72874727,1059505.60639,180682.393765
POINT (-73.84374841914725 40.88828222998255),CB210583,40.88828222,-73.84374841,1027453.18347,262941.638166
POINT (-74.00498525852245 40.75137861296101),CB106390,40.75137861,-74.00498525,982868.748693,213024.199097
POINT (-73.97581207890151 40.79140995863933),CB105236,40.79140995,-73.97581207,990947.650733,227609.839399
POINT (-73.89572059723693 40.670640682145574),CB322570,40.67064068,-73.89572059,1013177.40583,183626.104193
POINT (-74.00315620480214 40.57680227018403),CB327833,40.57680227,-74.0031562,983373.227739,149421.078152
POINT (-73.7354177936525 40.67784287300414),CB444318,40.67784287,-73.73541779,1057637.84408,186343.681816
POINT (-73.98719521915586 40.75293224370896),CB106669,40.75293224,-73.98719521,987797.701249,213590.45696
POINT (-73.97922664600921 40.64826845349153),CB306960,40.64826845,-73.97922664,990014.522323,175458.741643
POINT (-73.9465812547933 40.62430968834829),CB327730,40.62430968,-73.94658125,999078.809516,166733.754822
POINT (-73.93733129654206 40.85392138562476),CB102437,40.85392138,-73.93733129,1001586.70871,250390.299736
POINT (-74.08484735737359 40.60989650101918),CB502082,40.6098965,-74.08484735,960691.661519,161489.540261
POINT (-74.1140663208768 40.6330485912434),CB501865,40.63304859,-74.11406632,952589.842192,169933.662312
POINT (-73.84074506944707 40.86992533286362),CB209086,40.86992533,-73.84074506,1028295.76078,256254.994925
POINT (-73.99937105140714 40.68776190671819),CB350207,40.6877619,-73.99937105,984424.427363,189846.641673
POINT (-74.01902667294314 40.62353617106066),CB308766,40.62353617,-74.01902667,978968.217474,166447.994089
POINT (-73.86381497850665 40.85451247934062),CB211967,40.85451247,-73.86381497,1021923.96138,250628.741599
POINT (-73.95899210362661 40.71481396364845),CB319882,40.71481396,-73.9589921,995618.176408,199705.172632
POINT (-73.97449251323333 40.643206630555845),CB310217,40.64320663,-73.97449251,991328.762134,173614.928066
POINT (-73.97968570899846 40.68693427178685),CB318806,40.68693427,-73.9796857,989883.867311,189545.76278
POINT (-73.92459916674309 40.80656475858285),CB203889,40.80656475,-73.92459916,1005123.78361,233139.321091
POINT (-74.11964875477958 40.6367215758976),CB501833,40.63672157,-74.11964875,951042.215039,171273.895336
POINT (-73.94804018159766 40.83409579963451),CB101887,40.83409579,-73.94804018,998628.481057,243165.15577
POINT (-73.95530038378394 40.60868573944894),CB312487,40.60868573,-73.95530038,996661.32242,161040.185733
POINT (-73.92937695896705 40.66517514417531),CB328844,40.66517514,-73.92937695,1003842.6423,181625.533893
POINT (-73.96408492392177 40.6351195320001),CB328345,40.63511953,-73.96408492,994218.25329,170669.591782
POINT (-73.90670461386296 40.64776693414579),CB301440,40.64776693,-73.90670461,1010139.2849,175289.127545
POINT (-74.13145982618818 40.57698466964774),CB550429,40.57698466,-74.13145982,947731.464796,149514.917284
POINT (-73.8987566527689 40.771258489536436),CB480407,40.77125848,-73.89875665,1012292.8268,220283.256942
POINT (-73.95255753589093 40.65080610081737),CB334057,40.6508061,-73.95255753,997414.591952,176386.157786
POINT (-73.95507386035432 40.80008283536784),CB101103,40.80008283,-73.95507386,996688.455572,230771.934494
POINT (-73.73109807252538 40.66044482012766),CB445896,40.66044482,-73.73109807,1058855.47035,180008.756272
POINT (-73.95733392556616 40.6090537694807),CB312455,40.60905376,-73.95733392,996096.622659,161173.986985
POINT (-73.98781096997386 40.7383999147956),CB106979,40.73839991,-73.98781097,987627.837557,208295.840386
POINT (-73.72873039969959 40.689751560541936),CB446957,40.68975156,-73.72873039,1059479.30188,190688.014553
POINT (-73.96306656186675 40.57566667589759),CB329698,40.57566667,-73.96306656,994510.032928,149009.500163
POINT (-74.00686617539391 40.63212581414364),CB309253,40.63212581,-74.00686617,982344.202906,169576.931074
POINT (-73.75287167268344 40.674954458352154),CB445676,40.67495445,-73.75287167,1052799.59909,185277.213392
POINT (-73.9900664677621 40.6792892643353),CB306479,40.67928926,-73.99006646,987005.233747,186759.968107
POINT (-73.93408908415765 40.80185411365309),CB101046,40.80185411,-73.93408908,1002497.90983,231420.94875
POINT (-73.94565435449334 40.812909523219915),CB100859,40.81290952,-73.94565435,999293.483327,235446.627138
POINT (-73.95420883435268 40.77882746006835),CB103975,40.77882746,-73.95420883,996931.998754,223027.99589
POINT (-73.90945796558381 40.83073438602444),CB202598,40.83073438,-73.90945796,1009306.33374,241949.153727
POINT (-73.99449915182187 40.72931681300748),CB110766,40.72931681,-73.99449915,985774.609008,204986.394227
POINT (-73.9423539408104 40.78484767693085),CB100787,40.78484767,-73.94235394,1000213.80279,225223.303179
POINT (-73.86491500815772 40.88277996669326),CB208686,40.88277996,-73.864915,1021603.76942,260927.211881
POINT (-73.86359329401037 40.67537198155233),CB324176,40.67537198,-73.86359329,1022086.92141,185362.0932
POINT (-73.9871050482084 40.7172172251077),CB110385,40.71721722,-73.98710504,987824.599475,200578.356232
POINT (-73.93043288998344 40.677363365549226),CB316298,40.67736336,-73.93043289,1003546.17346,186065.81381
POINT (-74.01215974580889 40.61586717306157),CB309087,40.61586717,-74.01215974,980874.08065,163653.636836
POINT (-73.80126211009697 40.6921388834286),CB481354,40.69213888,-73.80126211,1039362.65717,191503.820766
POINT (-73.91815991199226 40.687443482037935),CB304618,40.68744348,-73.91815991,1006946.95815,189741.232255
POINT (-73.95849955438865 40.681605448213915),CB316305,40.68160544,-73.95849955,995760.452462,187606.391084
POINT (-73.94058140630872 40.82633078850236),CB101217,40.82633078,-73.9405814,1000694.41507,240337.389647
POINT (-73.95319261921254 40.57923958730757),CB313307,40.57923958,-73.95319261,997252.29805,150312.511484
POINT (-73.90601552545783 40.84906218526301),CB206395,40.84906218,-73.90601552,1010251.81964,248627.655346
POINT (-73.96623535402351 40.68445693943712),CB318612,40.68445693,-73.96623535,993614.471509,188644.350095
POINT (-74.03427294091223 40.62977325121878),CB308722,40.62977325,-74.03427294,974736.760335,168721.615829
POINT (-74.00513962409204 40.748919202790205),CB106470,40.7489192,-74.00513962,982825.926481,212128.159211
POINT (-73.81928481298982 40.81523903987544),CB215541,40.81523903,-73.81928481,1034272.20443,236342.285415
POINT (-73.94959832316042 40.67857252886962),CB316820,40.67857253,-73.94959832,998229.9097,186502.7064
POINT (-73.98870867907344 40.60698023345995),CB329859,40.60698023,-73.98870867,987385.235244,160415.861072
POINT (-73.75287658771444 40.679981270575624),CB444727,40.67998127,-73.75287658,1052793.06912,187108.614301
POINT (-73.90997035759248 40.61293231290785),CB303027,40.61293231,-73.90997035,1009246.09137,162597.001315
POINT (-73.95179123182771 40.62629550780923),CB327761,40.6262955,-73.95179123,997632.144714,167456.402468
POINT (-73.82611163979549 40.86096079792441),CB213928,40.86096079,-73.82611163,1032349.4643,252996.567781
POINT (-73.91133685472853 40.67284816232386),CB332479,40.67284816,-73.91133685,1008844.59867,184425.580829
POINT (-73.96680249091541 40.57855483266377),CB327669,40.57855483,-73.96680249,993471.800806,150061.311899
POINT (-73.9235672053809 40.690526680167906),CB304711,40.69052668,-73.9235672,1005446.35743,190863.176306
POINT (-73.97749727016814 40.633060234042524),CB328291,40.63306023,-73.97749727,990495.84054,169918.092927
POINT (-73.84669400510222 40.905061968687804),CB212687,40.90506196,-73.846694,1026628.03749,269053.737799
POINT (-73.9590873164246 40.622874009602754),CB326656,40.622874,-73.95908731,995607.426151,166208.829753
POINT (-73.92219477430112 40.61918448228147),CB301738,40.61918448,-73.92219477,1005850.04665,164871.578126
POINT (-73.84201144012917 40.76072398211104),CB481966,40.76072398,-73.84201144,1028017.27321,216468.450706
POINT (-73.93883860330111 40.69916869159415),CB303992,40.69916869,-73.9388386,1001209.09279,194008.389084
POINT (-73.90678888356621 40.66903912696059),CB332000,40.66903912,-73.90678888,1010107.65346,183039.151411
POINT (-73.91958955552946 40.83192180228867),CB205554,40.8319218,-73.91958955,1006502.15127,242379.037094
POINT (-73.80267855415482 40.588771145003264),CB406671,40.58877114,-73.80267855,1039054.6912,153843.3495
POINT (-73.99269207843192 40.752789908122786),CB108015,40.7527899,-73.99269207,986274.742037,213538.424666
POINT (-73.90769644220471 40.61174148704528),CB302277,40.61174148,-73.90769644,1009877.88477,162163.809657
POINT (-73.93746618722822 40.59191022602128),CB313196,40.59191022,-73.93746618,1001617.53851,154931.468663
POINT (-73.91819461494796 40.87939040922585),CB207541,40.8793904,-73.91819461,1006872.02486,259674.021662
POINT (-73.86261363334954 40.84018006102157),CB201646,40.84018006,-73.86261363,1022264.48877,245407.424768
POINT (-74.02058591984095 40.638521550636064),CB308136,40.63852155,-74.02058591,978536.655398,171907.666868
POINT (-74.00790798060486 40.623442654468356),CB308993,40.62344265,-74.00790798,982054.750643,166413.449007
POINT (-73.85558494363629 40.672531805934625),CB461195,40.6725318,-73.85558494,1024310.00679,184330.898152
POINT (-73.92576373124375 40.62588921957298),CB302807,40.62588921,-73.92576373,1004857.1739,167313.430482
POINT (-73.97086500038303 40.62419521017851),CB310751,40.62419521,-73.970865,992337.762368,166688.870895
POINT (-73.98894808368797 40.59065012148754),CB327528,40.59065012,-73.98894808,987319.510878,154466.375249
POINT (-73.9377998298949 40.62997528927733),CB303682,40.62997528,-73.93779982,1001515.02854,168799.492324
POINT (-73.9380602315467 40.578496646333015),CB314125,40.57849664,-73.93806023,1001456.00992,150044.448907
POINT (-73.93640074320301 40.67262202132663),CB316025,40.67262202,-73.93640074,1001892.09497,184337.148724
POINT (-73.98094358574237 40.73387619629196),CB108514,40.73387619,-73.98094358,989531.293264,206648.046696
POINT (-73.84612189950079 40.84267850149391),CB202016,40.8426785,-73.84612189,1026826.10977,246325.285309
POINT (-73.82567164533127 40.6835553337373),CB480321,40.68355533,-73.82567164,1032599.80194,188362.174954
POINT (-73.88464870580167 40.84453785727975),CB208587,40.84453785,-73.8846487,1016165.34849,246986.336443
POINT (-73.90691331648974 40.65498943805695),CB333622,40.65498943,-73.90691331,1010078.57408,177920.421857
POINT (-73.9721829986864 40.62637525240838),CB311128,40.62637525,-73.97218299,991971.638974,167482.999178
POINT (-73.90633053625326 40.595282031249305),CB335232,40.59528203,-73.90633053,1010263.53777,156167.612187
POINT (-73.98069883219691 40.59839721305483),CB350680,40.59839721,-73.98069883,989610.000034,157289.234466
POINT (-73.94801624321688 40.71701863687638),CB320316,40.71701863,-73.94801624,998660.418669,200510.017179
POINT (-73.84715113714184 40.82802668007696),CB203041,40.82802667,-73.84715113,1026550.64784,240986.592962
POINT (-74.037397369952 40.635938794099346),CB307642,40.63593879,-74.03739737,973870.462469,170968.243183
POINT (-73.92455284063564 40.58876202983681),CB313253,40.58876202,-73.92455284,1005204.95396,153787.326306
POINT (-73.95484968483342 40.813370839707844),CB102249,40.81337083,-73.95484968,996748.026456,235613.255648
POINT (-73.9351394324516 40.618651725160426),CB302976,40.61865172,-73.93513943,1002256.535,164674.554273
